collection,collection_id,seq,title,member,suffix,method,method_source,method_context_source,method_context_chars,artifact_type,artifact_types,chars,has_task_prompt,has_evaluation_form,has_candidate_instruction,has_interviewer_instruction,has_time_limit,has_scoring_criteria,has_rating_scale,task_prompt_style,followup_section_labels,prep_minutes,presentation_minutes,qa_minutes,discussion_minutes,rating_scale_labels,evaluation_elements,terms
전형별 평가샘플,evaluation-sample,20250115104808914,(2024고도화)정보기술전략계획_20-01-01,20250115104808914_(2024고도화)정보기술전략계획_20-01-01.hwp,.hwp,경험면접,document_text,document_section,24054,job_description,job_description; job_posting; task; evaluation_form,199724,True,True,False,True,False,True,True,experience_or_similar_training_case,질문,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 혁신적 사고; 문제해결,
전형별 평가샘플,evaluation-sample,20250115104808914,(2024고도화)정보기술전략계획_20-01-01,20250115104808914_(2024고도화)정보기술전략계획_20-01-01.hwp,.hwp,상황면접,document_text,document_section,16617,job_description,job_description; job_posting; task; evaluation_form,199724,True,True,False,True,False,False,True,work_situation_judgment,질문,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 문제해결,
전형별 평가샘플,evaluation-sample,20250115104808914,(2024고도화)정보기술전략계획_20-01-01,20250115104808914_(2024고도화)정보기술전략계획_20-01-01.hwp,.hwp,발표면접,document_text,document_section,41352,job_description,job_description; job_posting; task; evaluation_form,199724,True,True,True,True,True,False,True,presentation_materials_qna,질문; 질의응답,20,20; 5,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,"(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(신입사원; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(경력사원; 을 강화하는 데 있어 얼마나 중요한지를 잘 보여준다. 발표면접 안내 면접절차 Step 1. 과제 검토; 본 과제에서 지원자는 가상의 업무상황과 해결해야 하는 과제가 주어집니다.; 지원자는 과제에 제시된 자료들을 검토하여 대안을 제시해 주시기 바랍니다; 제시된 자료는 실제 정보를 기; 을 강화할 수 있다. 4. 전문가 인터뷰 "" IT 프로젝트의 성공을 위한 위험 관리 사례” IT 프로젝트 관리 전문가인 로버트 테일러 박사는 성; 을 강화하는 것이 중요하다""고 덧붙였다. 이는 BI 도입 후의 지속적인 교육과 훈련을 통해 이루어질 수 있으며; 이를 통해 조직 구성원들이 BI 도구를 효과적으로 활용할 수 있도록 돕는다. 이와 같은 접근은 BI 전략이 기업의 전반적인 성과 향상에 기여하도; 의사결정","을 강화하는 데 있어 얼마나 중요한지를 잘 보여준다. 발표면접 안내 면접절차 Step 1. 과제 검토 • 본 과제에서 지원자는 가상의 업무상황과; 을 강화할 수 있다. 4. 전문가 인터뷰 "" IT 프로젝트의 성공을 위한 위험 관리 사례” IT 프로젝트 관리 전문가인 로버트 테일러 박사는 성; 을 강화하는 것이 중요하다""고 덧붙였다. 이는 BI 도입 후의 지속적인 교육과 훈련을 통해 이루어질 수 있으며, 이를 통해 조직 구성원들이 BI"
전형별 평가샘플,evaluation-sample,20250115104808914,(2024고도화)정보기술전략계획_20-01-01,20250115104808914_(2024고도화)정보기술전략계획_20-01-01.hwp,.hwp,토론면접,document_text,document_section,40125,job_description,job_description; job_posting; task; evaluation_form,199724,True,True,True,True,True,True,True,discussion_consensus,,20,,,20; 30; 1,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 을 갖출 수 있다. 토론면접 안내 면접절차 Step 1. 자료 검토 및 토론 준비 (20분); 과제 지시문을 읽고 해결과제에 대해 숙지합니다. 메모란을 통해 본인의 의견이나 생각 등을 정리하여 작성합니다. 토론 시에는 작성한 메모에 정리된; 지원자들은 주; 혁신적 사고; 문제해결; 의사결정,을 갖출 수 있다. 토론면접 안내 면접절차 Step 1. 자료 검토 및 토론 준비 (20분) • 과제 지시문을 읽고 해결과제에 대해 숙지합니다.; 면접위원
전형별 평가샘플,evaluation-sample,20250115104808914,(2024고도화)정보기술전략계획_20-01-01,20250115104808914_(2024고도화)정보기술전략계획_20-01-01.hwp,.hwp,창의적 문제해결력면접,document_text,document_section,6370,job_description,job_description; job_posting; task; evaluation_form,199724,True,True,True,True,True,False,True,creative_future_prediction_solution,질문; 질의응답,20; 5; 7,5; 7,5,,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 문제의 본질 파악 창의적 아이디어 논리적 사고와 분석력 적용 가; 는 창의적 문제해결력 면접과 관련하여 새롭게 구성하였음; 을 지속적으로 강화하기 위해 직원 교육; 보안 시스템의 강화; 정기적인 보안 점검 등을 철저히 수행해야 한다. 이를 통해 기업은 변화하는 보안 위협 환경에 신속하고 효과적으로 대응할 수 있으며; 정보 자산과 비즈니스 연속성을 보호할 수 있을 것이다. 나아가; 보안 전략의 정기적인 리뷰와; 창의적 사고; 문제해결,"평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 문제의 본질 파악 창의적 아이디어 논리적 사고와 분석력 적용 가; 평가 점수 탁월 우수 보통 미흡 기준 미달 100점 90점 80점 70점 60점 문제해결능력 의사소통능력 소계 ( )점 ### ■ 총평 ※참고; 는 창의적 문제해결력 면접과 관련하여 새롭게 구성하였음; 을 지속적으로 강화하기 위해 직원 교육, 보안 시스템의 강화, 정기적인 보안 점검 등을 철저히 수행해야 한다. 이를 통해 기업은 변화하는 보안; 평가요소; 면접과제"
전형별 평가샘플,evaluation-sample,20250115104750584,(2024고도화)상품중개경매_10-03-03,20250115104750584_(2024고도화)상품중개경매_10-03-03.hwp,.hwp,경험면접,document_text,document_section,17438,job_description,job_description; job_posting; task; evaluation_form,147974,True,True,False,True,False,True,True,experience_or_similar_training_case,질문,,,,,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 문제해결,
전형별 평가샘플,evaluation-sample,20250115104750584,(2024고도화)상품중개경매_10-03-03,20250115104750584_(2024고도화)상품중개경매_10-03-03.hwp,.hwp,상황면접,document_text,document_section,11393,job_description,job_description; job_posting; task; evaluation_form,147974,True,True,False,True,False,False,True,work_situation_judgment,질문,,,,,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함,
전형별 평가샘플,evaluation-sample,20250115104750584,(2024고도화)상품중개경매_10-03-03,20250115104750584_(2024고도화)상품중개경매_10-03-03.hwp,.hwp,발표면접,document_text,document_section,39473,job_description,job_description; job_posting; task; evaluation_form,147974,True,True,True,True,True,False,True,presentation_materials_qna,질문; 질의응답,20,20; 5,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(신입사원; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(경력사원; 의사결정,
전형별 평가샘플,evaluation-sample,20250115104750584,(2024고도화)상품중개경매_10-03-03,20250115104750584_(2024고도화)상품중개경매_10-03-03.hwp,.hwp,토론면접,document_text,document_section,38626,job_description,job_description; job_posting; task; evaluation_form,147974,True,True,True,True,True,True,True,discussion_consensus,,20,,,20; 30; 1,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,로 작용합니다. 경매사들은 이러한 기준을 통해 상품성을 판단하고; 경매의 최종 성공 여부를 결정하게 됩니다. 예를 들어; 감자의 경우 크기와 색상이 중요한 평가 요소로 작용하며; 품질이 고르게 유지된 대량의 물량이 경매에 나올 경우 높은 가격을 형성할 수 있습니다. 이러한 데이터를 사전; (기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합계; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 의사결정,"로 작용합니다. 경매사들은 이러한 기준을 통해 상품성을 판단하고, 경매의 최종 성공 여부를 결정하게 됩니다. 예를 들어, 감자의 경우 크기와 색; 로 작용하며, 품질이 고르게 유지된 대량의 물량이 경매에 나올 경우 높은 가격을 형성할 수 있습니다. 이러한 데이터를 사전 조사하여 경매 전에; 면접위원"
전형별 평가샘플,evaluation-sample,20250115104720705,(2024고도화)사회복지정책_07-01-01,20250115104720705_(2024고도화)사회복지정책_07-01-01.hwp,.hwp,경험면접,document_text,document_section,18021,job_description,job_description; job_posting; task; evaluation_form,160888,True,True,False,True,False,True,True,experience_or_similar_training_case,질문,,,,,탁월; 우수; 보통; 미흡; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합 ; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 이 높아졌다고 생각하십니까? 그 이유는 무엇입니까? 2. 복지대상자 상담 후 실제 사회복지서비스 대상으로 선정되도록 지원해 본 경험에 대해 말씀; 관련 교육과정 중 해당 사례의 학습 경; 강화에 도움이 된 부분은 무엇입니까? 2. 사회복지정책 집행을 위한 사업을 추진하는 과정에서 사회복지 기관 종사자; 자원봉사자 등을 대상으로 한 교육계획을 수립하고 운영해 본 경험 말씀해 주시기 바랍니다. 사회복지 실습생을 위한 교육과 어떠한 차이를 두어야 하; 강화에 도움이 된 부분은 무엇입니까? 2. 사회복지기관의 지역사회 주체를 대상으로 한 사업을 실행하기 위해 다양한 인적; 물적 자원을 확보하고 이를 적용하여 사업을 시행해 본 경험에 대해 구체적으로 말씀해 주시기 바랍니다.; 직무; 사회복지정책,"이 높아졌다고 생각하십니까? 그 이유는 무엇입니까? 2. 복지대상자 상담 후 실제 사회복지서비스 대상으로 선정되도록 지원해 본 경험에 대해 말씀; 강화에 도움이 된 부분은 무엇입니까? 2. 사회복지정책 집행을 위한 사업을 추진하는 과정에서 사회복지 기관 종사자, 자원봉사자 등을 대상으로 한; 강화에 도움이 된 부분은 무엇입니까? 2. 사회복지기관의 지역사회 주체를 대상으로 한 사업을 실행하기 위해 다양한 인적·물적 자원을 확보하고 이"
전형별 평가샘플,evaluation-sample,20250115104720705,(2024고도화)사회복지정책_07-01-01,20250115104720705_(2024고도화)사회복지정책_07-01-01.hwp,.hwp,상황면접,document_text,document_section,15030,job_description,job_description; job_posting; task; evaluation_form,160888,True,True,False,True,False,False,True,work_situation_judgment,질문,,,,,탁월; 우수; 보통; 미흡; 부족; 100; 90; 80; 70; 60,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 # 2. 경력사원 선발용 ### ■ 기본 정보 면접번호 지원부문 평가장 평가위원 합 ; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함; 강화에 어떠한 도움이 될 것이라 생각하십니까? 2. 지역 내 사전조사와 대상자 면담 등을 통해 복지수요를 사전에 확인하고 복지대상자에게 제공된 ; 에 따른 결과는 어떠하였습니까?; 자원을 효과적으로 관리하여 성과를 거두던 경험이 있습니까?; 제한된 자원을 관리하는데 있어 가장 중요한 것은 무엇입니까? 2. 지역사회 복지수요 대응을 위해 구축한 네트워크가 잘 작동되지 않아 협력이 어려; 강화에 어떠한 도움이 될 것이라 생각하십니까? 2. 기존에 계획된 대외복지행사를 위해 다수 기관 간의 협력을 약속하였으나 몇몇 기관이 참여를 철; 직업기초 능력; 자원관리능력; 정의,강화에 어떠한 도움이 될 것이라 생각하십니까? 2. 지역 내 사전조사와 대상자 면담 등을 통해 복지수요를 사전에 확인하고 복지대상자에게 제공된; 에 따른 결과는 어떠하였습니까? • 자원을 효과적으로 관리하여 성과를 거두던 경험이 있습니까? • 제한된 자원을 관리하는데 있어 가장 중요한 것; 강화에 어떠한 도움이 될 것이라 생각하십니까? 2. 기존에 계획된 대외복지행사를 위해 다수 기관 간의 협력을 약속하였으나 몇몇 기관이 참여를 철
전형별 평가샘플,evaluation-sample,20250115104720705,(2024고도화)사회복지정책_07-01-01,20250115104720705_(2024고도화)사회복지정책_07-01-01.hwp,.hwp,발표면접,document_text,document_section,37320,job_description,job_description; job_posting; task; evaluation_form,160888,True,True,True,True,True,False,True,presentation_materials_qna,질문; 질의응답,20,20; 5,,,탁월; 우수; 보통; 미흡; 60; 100; 90; 80; 70,(기준)은‘직무기술서(신입사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(신입사원; (기준)은‘직무기술서(경력사원 선발용)’를 참고하여 평가함 2. 직무수행능력 中‘기술’에 해당되는 능력의 평가주안점(기준)은‘직무기술서(경력사원; 강화 교육 OO구는 지역주민센터 복지팀장의 역량 강화를 위해 팀장 OO명을 대상으로 통합사례관리 슈퍼바이저 역량강화 교육을 진행하였다. OO구는; 통합사례관리 업무는 권역별 통합사례관리사 O명과 OO개 동 통합사례관리 담당이 수행하면서 복합적이고 다양한; 강화로 이어질 수 있다. 참고자료 3. 지역사회 욕구조사의 주요 방법 욕구조사의 자료수집의 주요 방법으로는 주요 정보제공자 인터뷰; 사회지표 분석; 설문조사; 이차적 자료 분석 등이 있다. 주요 정보제공자 인터뷰는 기관의 서비스 제공자; 인접 직종의 전문직 종사자; 지역 내의 사회복지,"강화 교육 OO구는 지역주민센터 복지팀장의 역량 강화를 위해 팀장 OO명을 대상으로 통합사례관리 슈퍼바이저 역량강화 교육을 진행하였다. OO구는; 강화로 이어질 수 있다. 참고자료 3. 지역사회 욕구조사의 주요 방법 욕구조사의 자료수집의 주요 방법으로는 주요 정보제공자 인터뷰, 사회지표 분; 을 활용하여 사회적 도움이 필요한 영역(지역사회 돌봄, 안전 등)에 서비스를 제공하는 일자리 ○ 사회서비스형 선도모델 : 외부자원(인적･물적)을; 강화 정리정돈 ,요리교실 등 1인 가구 역량강화 프로그램 여가문화 특강 목공, 꽃꽃이 등 관련 문화교실 관심 분야별 동아리 활동비 지원 중장년"
