idx,attachment,detail,canonical_detail,member,question_index,type,competency,ncsClCd,question_source,model_question_raw,model_followups_raw,model_evaluation_points_raw,model_question_preserved,model_replacement_reasons,question,follow_ups,evaluation_points,ksa_refs,ksa_evidence_count,score,ready,issues
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,5,인바스켓면접,사회복지사례관리 실행계획 수립,0701020405_23v4,model,"[인바스켓과제] 제한시간 안에 사회복지사례관리 실행계획 수립 관련 여러 문서와 요청이 들어왔습니다. 정보수집 기술을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",정보수집 기술을 처리 기준으로 삼아 사회복지사례관리 실행계획 수립 우선순위를 정한 이유는 무엇입니까? | 우선순위를 정할 때 가장 먼저 고려한 사항은 무엇입니까? | 결과적으로 어떤 결정이 가장 효과적이었다고 생각하십니까?,우선순위 판단 | 문서·요청 분류 | 시간 관리,True,,"[인바스켓과제] 제한시간 안에 사회복지사례관리 실행계획 수립 관련 여러 문서와 요청이 들어왔습니다. 정보수집 기술을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",정보수집 기술을 처리 기준으로 삼아 사회복지사례관리 실행계획 수립 우선순위를 정한 이유는 무엇입니까? | 우선순위를 정할 때 가장 먼저 고려한 사항은 무엇입니까? | 결과적으로 어떤 결정이 가장 효과적이었다고 생각하십니까?,우선순위 판단 | 문서·요청 분류 | 시간 관리 | 보고·위임·직접처리 판단 | 시간관리 | 강점관점 개념 적용 근거,"정보수집 기술 | 강점관점 개념 | 목적, 목표 작성기술",3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,6,직무지식면접,사회복지사례관리 실행계획 수립,0701020405_23v4,model,"사회복지사례관리 실행계획 수립에서 사례관리대상자와 협력하는 자세와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",사례관리대상자와 협력하는 자세와 관련한 기준으로 사회복지사례관리 실행계획 수립 절차를 어떻게 확인하겠습니까? | 예외상황이 발생했을 때 어떤 대응 방안을 마련하셨습니까? | 품질 점검 방법은 무엇인가요?,절차·기준 이해 | 직무지식 적용 | 산출물 품질,True,,"사회복지사례관리 실행계획 수립에서 사례관리대상자와 협력하는 자세와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",사례관리대상자와 협력하는 자세와 관련한 기준으로 사회복지사례관리 실행계획 수립 절차를 어떻게 확인하겠습니까? | 예외상황이 발생했을 때 어떤 대응 방안을 마련하셨습니까? | 품질 점검 방법은 무엇인가요?,"절차·기준 이해 | 직무지식 적용 | 산출물 품질 | 예외상황 판단 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","사례관리대상자와 협력하는 자세 | 강점관점 개념 | 목적, 목표 작성기술",3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,1,경험면접,사업계획수립,0202010101_25v3,model,"총무에서 산업동향을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","산업동향을 적용하는 과정에서 사업계획수립 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 귀하가 맡았던 역할과 행동은 무엇이었습니까? | 그 결과로 어떤 성과를 이루었고, 어떤 점을 배우셨습니까?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습,True,,"총무에서 산업동향을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","산업동향을 적용하는 과정에서 사업계획수립 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 귀하가 맡았던 역할과 행동은 무엇이었습니까? | 그 결과로 어떤 성과를 이루었고, 어떤 점을 배우셨습니까?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 판단 근거와 협업 | 결과 지표와 학습 | 산업동향 적용 근거,산업동향 | 관련산업 동향을 파악하려는 자세 | 정보수집 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,2,상황면접,행사지원관리,0202010102_25v3,model,"총무 중 행사 진행기술과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",행사 진행기술와 관련해 행사지원관리 상황의 판단 기준과 위험 통제 이유는 무엇입니까? | 어떤 사실을 먼저 확인하시겠습니까? | 위험을 통제하기 위해 어떤 후속 조치를 취하실 계획입니까?,판단 기준 | 위험 요인 인식 | 행동 우선순위,True,,"총무 중 행사 진행기술과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",행사 진행기술와 관련해 행사지원관리 상황의 판단 기준과 위험 통제 이유는 무엇입니까? | 어떤 사실을 먼저 확인하시겠습니까? | 위험을 통제하기 위해 어떤 후속 조치를 취하실 계획입니까?,판단 기준 | 위험 요인 인식 | 행동 우선순위 | 핵심 사실 확인 | 행동 순서와 첫 조치 | 위험요인 인식,행사 진행기술 | 행사 기획 | 현장 문제를 적극적으로 해결하려는 자세,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,3,발표면접,부동산관리,0202010103_25v3,model,"[발표과제] 총무에서 분석적으로 사고하려는 의지 관련 자료가 주어졌다고 가정하고 준비시간 20분 후 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 5분 발표하고 5분 질의응답 답변을 포함해 주세요.",분석적으로 사고하려는 의지을 발표 쟁점으로 볼 때 부동산관리 현황 진단의 근거자료는 무엇입니까? | 선택한 대안의 이유는 무엇입니까? | 질의응답에 대한 준비는 어떻게 하셨습니까?,자료 분석력 | 논리적 구조화 | 대안의 실행가능성,True,,"[발표과제] 총무에서 분석적으로 사고하려는 의지 관련 자료가 주어졌다고 가정하고 준비시간 20분 후 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 5분 발표하고 5분 질의응답 답변을 포함해 주세요.",분석적으로 사고하려는 의지을 발표 쟁점으로 볼 때 부동산관리 현황 진단의 근거자료는 무엇입니까? | 선택한 대안의 이유는 무엇입니까? | 질의응답에 대한 준비는 어떻게 하셨습니까?,자료 분석력 | 논리적 구조화 | 대안의 실행가능성 | 실행계획 구체성 | 세법 적용 근거 | 보험 상품 분석 기술 적용 근거,분석적으로 사고하려는 의지 | 세법 | 보험 상품 분석 기술,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,4,토론면접,문서 작성,0202030201_22v3,model,"[토론과제] 사무행정에서 문서 작성 절차 관련 두 입장이 충돌합니다. 토론시간 20분 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",문서 작성 절차을 토론 쟁점으로 볼 때 문서 작성 입장발표의 근거는 무엇입니까? | 반대 의견에 대한 귀하의 반응은 무엇인가요? | 어떻게 최종 합의안을 도출하실 계획입니까?,입장발표 근거 | 경청과 상호작용 | 갈등 조정,True,,"[토론과제] 사무행정에서 문서 작성 절차 관련 두 입장이 충돌합니다. 토론시간 20분 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",문서 작성 절차을 토론 쟁점으로 볼 때 문서 작성 입장발표의 근거는 무엇입니까? | 반대 의견에 대한 귀하의 반응은 무엇인가요? | 어떻게 최종 합의안을 도출하실 계획입니까?,입장발표 근거 | 경청과 상호작용 | 갈등 조정 | 최종 합의안 도출 | 부서의 업무 분장 내용 적용 근거 | 요구사항 분석 능력 적용 근거,문서 작성 절차 | 부서의 업무 분장 내용 | 요구사항 분석 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,5,인바스켓면접,문서 관리,0202030202_22v3,model,"[인바스켓과제] 제한시간 안에 사무행정 관련 여러 문서와 요청이 들어왔습니다. 문서 대장 기록 능력을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",문서 대장 기록 능력을 처리 기준으로 삼아 문서 관리 우선순위를 정한 이유는 무엇입니까? | 어떤 문서가 가장 우선 처리되어야 한다고 생각하십니까? | 보고와 위임의 기준은 무엇입니까?,우선순위 판단 | 문서·요청 분류 | 시간 관리,True,,"[인바스켓과제] 제한시간 안에 사무행정 관련 여러 문서와 요청이 들어왔습니다. 문서 대장 기록 능력을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",문서 대장 기록 능력을 처리 기준으로 삼아 문서 관리 우선순위를 정한 이유는 무엇입니까? | 어떤 문서가 가장 우선 처리되어야 한다고 생각하십니까? | 보고와 위임의 기준은 무엇입니까?,우선순위 판단 | 문서·요청 분류 | 시간 관리 | 보고·위임·직접처리 판단 | 시간관리 | 문서 관리 규정 적용 근거,문서 대장 기록 능력 | 문서 관리 규정 | 문서 분류 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,6,직무지식면접,자료 관리,0202030203_22v4,model,"사무행정에서 자료 수집에 필요한 도구의 특성과 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",자료 수집에 필요한 도구의 특성을 이해하려는 노력와 관련한 기준으로 자료 관리 절차를 어떻게 확인하겠습니까? | 어떤 예외 상황을 미리 대비하셨습니까? | 산출물의 품질을 점검하기 위한 방법은 무엇입니까?,절차·기준 이해 | 직무지식 적용 | 산출물 품질,True,,"사무행정에서 자료 수집에 필요한 도구의 특성과 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",자료 수집에 필요한 도구의 특성을 이해하려는 노력와 관련한 기준으로 자료 관리 절차를 어떻게 확인하겠습니까? | 어떤 예외 상황을 미리 대비하셨습니까? | 산출물의 품질을 점검하기 위한 방법은 무엇입니까?,절차·기준 이해 | 직무지식 적용 | 산출물 품질 | 예외상황 판단 | 부서의 업무 분장 적용 근거 | 자료 수집 저장 능력 적용 근거,자료 수집에 필요한 도구의 특성을 이해하려는 노력 | 부서의 업무 분장 | 자료 수집 저장 능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,1,경험면접,수·배송계획수립,0901010201_15v1,model,"화물운송에서 수ㆍ배송 개념을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.",수ㆍ배송 개념을 기준으로 그 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 수·배송계획수립에서의 본인 역할은 무엇이었습니까? | 이 경험을 통해 어떤 점을 학습하였습니까?,구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 논리적 접근,True,,"화물운송에서 수ㆍ배송 개념을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.",수ㆍ배송 개념을 기준으로 그 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 수·배송계획수립에서의 본인 역할은 무엇이었습니까? | 이 경험을 통해 어떤 점을 학습하였습니까?,구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 논리적 접근 | 판단 근거와 협업 | 결과 지표와 학습,수ㆍ배송 개념 | 화물의 종류 및 물량 분배 능력 | 규정과 순서를 지키려는 태도,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,2,상황면접,화주서비스관리,0901010202_15v1,model,"화물운송 중 화주특징 분석 능력과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",화주특징 분석 능력와 관련해 그 판단 기준은 무엇입니까? | 사실 확인 후 어떤 행동을 우선적으로 취하시겠습니까? | 위험 통제를 위한 추가 조치는 무엇입니까?,판단 기준 | 행동 우선순위 | 위험 인식 | 사후 관리,True,,"화물운송 중 화주특징 분석 능력과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",화주특징 분석 능력와 관련해 그 판단 기준은 무엇입니까? | 사실 확인 후 어떤 행동을 우선적으로 취하시겠습니까? | 위험 통제를 위한 추가 조치는 무엇입니까?,판단 기준 | 행동 우선순위 | 위험 인식 | 사후 관리 | 핵심 사실 확인 | 행동 순서와 첫 조치,화주특징 분석 능력 | 고객관리 이론 | 화주관리계획을 충실히 실천하려는 태도,3,1.0,True,
