idx,attachment,member,detail_seq,detail,extraction_source,extraction_page,extraction_line,extraction_snippet,exact_match,exact_units,exact_top,exact_sources,exact_canonical_details,suggestion_count,top_suggestion,suggestion_codes,suggestion_canonical_details,canonical_detail_match,canonical_detail_match_top,unit_name_match,unit_name_match_top,unit_name_parent_details,resolved_parent_detail,match_diagnostic,review_action,review_reason
303001,2026년 안전본부 단기계약 근로자(대체인력) 채용 직무기술서.pdf,2026년 안전본부 단기계약 근로자(대체인력) 채용 직무기술서.pdf,2,산업보건관리,contextual,0,0,산업보건관리,True,11,보건관리계획 수립 평가; 산업보건관리체제 확립; 산업재해관리,ncs-mcp,산업보건관리,0,,,,False,,False,,,산업보건관리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302998,별첨 7. 직종별 직무기술서.pdf,별첨 7. 직종별 직무기술서.pdf,1,프로젝트관리,kordoc,0,10,사업관리 사업관리 프로젝트관리 프로젝트관리,True,11,프로젝트 전략기획; 프로젝트 통합관리; 프로젝트 이해관계자관리,ncs-mcp,프로젝트관리,0,,,,False,,False,,,프로젝트관리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302998,별첨 7. 직종별 직무기술서.pdf,별첨 7. 직종별 직무기술서.pdf,2,정보기술전략,kordoc,0,11,정보통신 정보기술 정보기술전략·계획 정보기술전략,True,10,정보기술 전략 기획; 정보기술 거버넌스 전략 수립; 정보기술 R&amp;D 전략 수립,ncs-mcp,정보기술전략,0,,,,False,,False,,,정보기술전략,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302998,별첨 7. 직종별 직무기술서.pdf,별첨 7. 직종별 직무기술서.pdf,3,정보기술기획,kordoc,0,12,정보기술기획,True,10,IT 비즈니스 환경분석; 정보기술 환경분석; 정보기술 전략 수립,ncs-mcp,정보기술기획,0,,,,False,,False,,,정보기술기획,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302998,별첨 7. 직종별 직무기술서.pdf,별첨 7. 직종별 직무기술서.pdf,4,IT프로젝트관리,kordoc,0,13,정보기술관리 IT프로젝트관리,True,14,IT프로젝트 기획관리; IT프로젝트 통합관리; IT프로젝트 범위관리,ncs-mcp,IT프로젝트관리,0,,,,False,,False,,,IT프로젝트관리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302998,별첨 7. 직종별 직무기술서.pdf,별첨 7. 직종별 직무기술서.pdf,5,총무,kordoc,0,31,경영·회계·사무 총무·인사 총무 총무,True,10,사업계획수립; 행사지원관리; 부동산관리,ncs-mcp,총무,0,,,,False,,False,,,총무,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302998,별첨 7. 직종별 직무기술서.pdf,별첨 7. 직종별 직무기술서.pdf,6,환경미화,kordoc,0,48,경비·청소 청소 청소 환경미화,True,8,청소현장현황파악; 청소계획수립; 청소활동수행,ncs-mcp,환경미화,0,,,,False,,False,,,환경미화,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302997,직무기술서(2026년 제2차 단기 결원 대체 인력풀).zip,간호조무직 직무기술서.hwp,1,간호업무 보조,markdown,0,12,세분류 01.간호업무 보조/ 02.간호행정 보조,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302997,직무기술서(2026년 제2차 단기 결원 대체 인력풀).zip,간호조무직 직무기술서.hwp,2,간호행정 보조,markdown,0,12,세분류 01.간호업무 보조/ 02.간호행정 보조,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302997,직무기술서(2026년 제2차 단기 결원 대체 인력풀).zip,간호직 직무기술서.hwp,3,재원환자 관리,markdown,0,40,"세분류 01.재원환자 관리, 03.응급 환자 관리",False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302997,직무기술서(2026년 제2차 단기 결원 대체 인력풀).zip,간호직 직무기술서.hwp,4,응급 환자 관리,markdown,0,40,"세분류 01.재원환자 관리, 03.응급 환자 관리",False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302997,직무기술서(2026년 제2차 단기 결원 대체 인력풀).zip,운영지원직(특별청소) 직무기술서.hwp,5,요양지원,markdown,0,86,세분류 08.요양지원 01.환경미화,True,10,진료지원보조; 물품전달; 환자이송지원,ncs-mcp,요양지원,0,,,,False,,False,,,요양지원,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302997,직무기술서(2026년 제2차 단기 결원 대체 인력풀).zip,운영지원직(특별청소) 직무기술서.hwp,6,환경미화,markdown,0,86,세분류 08.요양지원 01.환경미화,True,8,청소현장현황파악; 청소계획수립; 청소활동수행,ncs-mcp,환경미화,0,,,,False,,False,,,환경미화,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302996,직무기술서.zip,시설기술(건축) 직무기술서.hwp,1,건축설계,markdown,0,11,소분류 03.건축설계·감리 03.건설시공후관리 01.산업안전관리,True,18,건축설계 계약; 건축설계 기획; 건축설계 프레젠테이션,ncs-mcp,건축설계,0,,,,False,,False,,,건축설계,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302996,직무기술서.zip,시설기술(건축) 직무기술서.hwp,2,유지관리,markdown,0,12,세분류 01.건축설계 01.유지관리 03.건설안전관리,True,12,유지관리 계획 수립; 유지관리 행정업무 수행; 유지관리 정보 수집,ncs-mcp,유지관리,0,,,,False,,False,,,유지관리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302996,직무기술서.zip,시설기술(건축) 직무기술서.hwp,3,건설안전관리,markdown,0,12,세분류 01.건축설계 01.유지관리 03.건설안전관리,True,11,건설공사 특성분석; 건설현장 안전시설 관리; 건설현장 안전점검,ncs-mcp,건설안전관리,0,,,,False,,False,,,건설안전관리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302996,직무기술서.zip,시설기술(건축) 직무기술서.hwp,4,건축감리,markdown,0,13,03.건축감리,True,9,공사착공관리; 문서·행정관리; 설계도서관리,ncs-mcp-detail-alias,건축공사감리,0,,,,False,,False,,,건축공사감리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302996,직무기술서.zip,시설기술(설비) 직무기술서.hwp,5,건축설비유지관리,markdown,0,43,세분류 04.건축설비유지관리,True,8,설비운영종합계획; 건축설비 유지관리 에너지관리; 설비유지관리,ncs-mcp,건축설비유지관리,0,,,,False,,False,,,건축설비유지관리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302996,직무기술서.zip,업무보조(간호조무) 직무기술서.hwp,6,간호업무 보조,markdown,0,73,세분류 01.간호업무 보조/ 02.간호행정 보조,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302996,직무기술서.zip,업무보조(간호조무) 직무기술서.hwp,7,간호행정 보조,markdown,0,73,세분류 01.간호업무 보조/ 02.간호행정 보조,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302996,직무기술서.zip,업무보조(진료행정과) 직무기술서.hwp,8,병원행정,markdown,0,101,세분류 01.병원행정,True,17,병원경영기획; 병원구매관리; 병원경영평가,ncs-mcp,병원행정,0,,,,False,,False,,,병원행정,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302994,첨부3_2026년도 제4차 신입사원(고졸수준 일반전형) 직무설명자료.pdf,첨부3_2026년도 제4차 신입사원(고졸수준 일반전형) 직무설명자료.pdf,1,원자력발전설비운영,kordoc,1,0,원자력발전설비운영 05.원자력발전기계설비정비,True,10,주제어실 운전; 현장설비 운전; 기계설비 정비,ncs-mcp,원자력발전설비운영,0,,,,False,,False,,,원자력발전설비운영,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302994,첨부3_2026년도 제4차 신입사원(고졸수준 일반전형) 직무설명자료.pdf,첨부3_2026년도 제4차 신입사원(고졸수준 일반전형) 직무설명자료.pdf,2,원자력발전기계설비정비,kordoc,1,0,원자력발전설비운영 05.원자력발전기계설비정비,True,19,원자력발전기계설비정비 기획; 원자력발전기계설비정비 공사관리; 원자력발전기계설비정비 기술관리,ncs-mcp,원자력발전기계설비정비,0,,,,False,,False,,,원자력발전기계설비정비,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302959,직무기술서_부산울산경남지역협력단 특수직.pdf,직무기술서_부산울산경남지역협력단 특수직.pdf,1,상수관로시설운영관리,contextual,0,0,상수관로시설운영관리,True,14,상수도관로 운영·관리 계획수립; 상수도관로 시설·운영정보 구축; 상수도관로시설 조사·탐사,ncs-mcp,상수관로시설운영관리,0,,,,False,,False,,,상수관로시설운영관리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
302960,[붙임7] 직무기술서(간호직).pdf,[붙임7] 직무기술서(간호직).pdf,1,간호수행,kordoc,0,5,보건/의료 02.의료 04.간호 01. 간호수행,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302960,[붙임7] 직무기술서(간호직).pdf,[붙임7] 직무기술서(간호직).pdf,2,간호행정관리,kordoc,0,6,간호행정관리,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302984,직무설명서.zip,1. NCS_직무설명서_보건직(방사선사).pdf,1,영상의학,kordoc,0,8,보건/의료 02.의료 04.임상지원 01. 영상의학,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302984,직무설명서.zip,2. NCS_직무설명서_보건직(임상병리사).pdf,2,임상병리,kordoc,0,33,보건/의료 02.의료 04.임상지원 02.임상병리,False,0,,,,3,비임상시험 병리검사; 질병진단; 동물임상병리진단 지원,1703060408_18v1; 2402010401_19v2; 2402010507_23v2,의약품비임상시험; 수의서비스; 동물보건,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302984,직무설명서.zip,3. NCS_직무설명서_간호조무직(간호조무사).pdf,3,간호업무 보조,kordoc,0,58,보건/의료 02.의료 05.간호조무 01.간호업무 보조,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
302984,직무설명서.zip,3. NCS_직무설명서_간호조무직(간호조무사).pdf,4,간호행정 보조,kordoc,0,59,간호행정 보조,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
303013,260723 [안산병원] 청년(체험형)인턴_장애전형 직무기술서.hwp,260723 [안산병원] 청년(체험형)인턴_장애전형 직무기술서.hwp,1,병원행정,kordoc,0,6,보건·의료 01.보건 02.보건지원 01.병원행정,True,17,병원경영기획; 병원구매관리; 병원경영평가,ncs-mcp,병원행정,0,,,,False,,False,,,병원행정,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
303014,2. NCS기반 직무설명자료(식당파트타임).pdf,2. NCS기반 직무설명자료(식당파트타임).pdf,1,한식조리,kordoc,0,5,서비스 01. 음식조리 01. 한식조리,True,19,한식 면류조리; 한식 국 · 탕조리; 한식  찜 · 선조리,ncs-mcp,한식조리,0,,,,False,,False,,,한식조리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
303014,2. NCS기반 직무설명자료(식당파트타임).pdf,2. NCS기반 직무설명자료(식당파트타임).pdf,2,양식조리,kordoc,0,6,양식조리,True,15,양식 스톡조리; 양식 소스조리; 양식 수프조리,ncs-mcp,양식조리,0,,,,False,,False,,,양식조리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
303014,2. NCS기반 직무설명자료(식당파트타임).pdf,2. NCS기반 직무설명자료(식당파트타임).pdf,3,중식조리,kordoc,0,7,중식조리,True,15,중식 절임·무침조리; 중식 육수·소스조리; 중식 냉채조리,ncs-mcp,중식조리,0,,,,False,,False,,,중식조리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
303014,2. NCS기반 직무설명자료(식당파트타임).pdf,2. NCS기반 직무설명자료(식당파트타임).pdf,4,일식조리,kordoc,0,8,일식조리,True,18,일식 초회조리; 일식 무침조리; 일식 국물조리,ncs-mcp,일식조리,0,,,,False,,False,,,일식조리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
303016,직무기술서.pdf,직무기술서.pdf,1,환경미화,kordoc,0,6,경비 청소· 02. 청소 01. 청소 01. 환경미화,True,8,청소현장현황파악; 청소계획수립; 청소활동수행,ncs-mcp,환경미화,0,,,,False,,False,,,환경미화,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
303034,직무기술서(사회복지사).hwp,직무기술서(사회복지사).hwp,1,사회복지 사례관리,explicit,0,0,,True,1,사회복지사례관리 실행계획 수립,ncs-mcp,사회복지사례관리,0,,,,False,,False,,,사회복지사례관리,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
303033,직무기술서(간호사).hwp,직무기술서(간호사).hwp,1,간호수행,kordoc,0,5,보건·의료 02.의료 02.간호 01.간호수행,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
303033,직무기술서(간호사).hwp,직무기술서(간호사).hwp,2,간호행정관리,kordoc,0,6,간호행정관리,False,0,,,,0,,,,False,,False,,,,specialized_healthcare_label_unserved_by_mcp,manual_review_healthcare_specialized_label,"Healthcare specialized/NCS-like source label was extracted from the JD, but current MCP serving DB returned no exact official units; do not auto-alias without official catalog evidence."
303033,직무기술서(간호사).hwp,직무기술서(간호사).hwp,3,총무,kordoc,0,7,경영·회계·사무 02.총무·인사 01.총무 01.총무,True,10,사업계획수립; 행사지원관리; 부동산관리,ncs-mcp,총무,0,,,,False,,False,,,총무,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
303033,직무기술서(간호사).hwp,직무기술서(간호사).hwp,4,사무행정,kordoc,0,8,일반사무 02.사무행정,True,8,문서 작성; 문서 관리; 자료 관리,ncs-mcp,사무행정,0,,,,False,,False,,,사무행정,exact_detail,auto_exact_detail,MCP exact detail search returned official NCS units.
