idx,attachment,detail,canonical_detail,member,question_index,type,competency,ncsClCd,question_source,model_question_raw,model_followups_raw,model_evaluation_points_raw,model_question_preserved,model_replacement_reasons,question,follow_ups,evaluation_points,ksa_refs,ksa_evidence_count,score,ready,issues
303039,303039_1_직무기술서.zip,스포츠시설운영관리,스포츠시설운영관리,1. [강원랜드] 직무설명서_워터월드 수상안전.pdf; 11. [강원랜드] 직무설명서_체육시설관리(복지관 운영보조).pdf; 2. [강원랜드] 직무설명서_레저운영.pdf,1,경험면접,스포츠시설 경영기획,1204020201_22v3,model,"스포츠시설 경영기획에서 경영 전략 및 경영방침을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.",경영 전략 및 경영방침을 적용하는 과정에서 스포츠시설 경영기획 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 스포츠시설 경영기획에서 본인이 직면한 어려움은 무엇이었습니까? | 이 경험을 통해 얻은 가장 큰 교훈은 무엇입니까?,구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습,True,,"스포츠시설 경영기획에서 경영 전략 및 경영방침을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.",경영 전략 및 경영방침을 적용하는 과정에서 스포츠시설 경영기획 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 스포츠시설 경영기획에서 본인이 직면한 어려움은 무엇이었습니까? | 이 경험을 통해 얻은 가장 큰 교훈은 무엇입니까?,구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 판단 근거와 협업 | 결과 지표와 학습 | 경영 전략 및 경영방침 적용 근거,경영 전략 및 경영방침 | 소비자 패턴분석 능력 | 고객 소비자 특성을 정확히 파악하려는 자세,3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,5,인바스켓면접,사회복지사례관리 실행계획 수립,0701020405_23v4,model,"[인바스켓과제] 제한시간 안에 사회복지사례관리 실행계획 수립 관련 여러 문서와 요청이 들어왔습니다. 정보수집 기술을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",정보수집 기술을 처리 기준으로 삼아 사회복지사례관리 실행계획 수립 우선순위를 정한 이유는 무엇입니까? | 어떤 요청을 먼저 처리하셨습니까? | 후속 조치는 어떻게 계획하셨습니까?,우선순위 판단 | 문서·요청 분류 | 시간관리,True,,"[인바스켓과제] 제한시간 안에 사회복지사례관리 실행계획 수립 관련 여러 문서와 요청이 들어왔습니다. 정보수집 기술을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",정보수집 기술을 처리 기준으로 삼아 사회복지사례관리 실행계획 수립 우선순위를 정한 이유는 무엇입니까? | 어떤 요청을 먼저 처리하셨습니까? | 후속 조치는 어떻게 계획하셨습니까?,"우선순위 판단 | 문서·요청 분류 | 시간관리 | 보고·위임·직접처리 판단 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","정보수집 기술 | 강점관점 개념 | 목적, 목표 작성기술",3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,6,직무지식면접,사회복지사례관리 실행계획 수립,0701020405_23v4,model,"사회복지사례관리 실행계획 수립에서 사례관리대상자와 협력하는 자세와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",사례관리대상자와 협력하는 자세와 관련한 기준으로 사회복지사례관리 실행계획 수립 절차를 어떻게 확인하겠습니까? | 어떤 예외상황을 고려하셨습니까? | 품질 점검은 어떤 방식으로 하셨습니까?,절차·기준 이해 | 직무지식 적용 | 산출물 품질,True,,"사회복지사례관리 실행계획 수립에서 사례관리대상자와 협력하는 자세와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",사례관리대상자와 협력하는 자세와 관련한 기준으로 사회복지사례관리 실행계획 수립 절차를 어떻게 확인하겠습니까? | 어떤 예외상황을 고려하셨습니까? | 품질 점검은 어떤 방식으로 하셨습니까?,"절차·기준 이해 | 직무지식 적용 | 산출물 품질 | 예외상황 판단 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","사례관리대상자와 협력하는 자세 | 강점관점 개념 | 목적, 목표 작성기술",3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,7,창의적 문제해결력면접,사회복지사례관리 실행계획 수립,0701020405_23v4,model,"[창의적 문제해결력과제] 사회복지사례관리 실행계획 수립에서 강점관점 개념 관련 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",강점관점 개념과 관련한 문제를 어떻게 정의하셨습니까? | 제안한 대안에 대한 검증 방법은 무엇입니까? | 실현가능성을 어떻게 평가하셨습니까?,미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 검증 방법,True,,"[창의적 문제해결력과제] 사회복지사례관리 실행계획 수립에서 강점관점 개념 관련 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",강점관점 개념과 관련한 문제를 어떻게 정의하셨습니까? | 제안한 대안에 대한 검증 방법은 무엇입니까? | 실현가능성을 어떻게 평가하셨습니까?,"미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 검증 방법 | 실현가능성 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","강점관점 개념 | 목적, 목표 작성기술 | 사례관리대상자의 욕구를 존중하는 자세",3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,1,경험면접,사업계획수립,0202010101_25v3,model,"총무에서 산업동향을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","산업동향을 적용하는 과정에서 사업계획수립 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 어려움은 무엇이었고, 어떻게 대처하셨습니까? | 결과적으로 이 경험이 어떻게 도움이 되었습니까?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습,True,,"총무에서 산업동향을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","산업동향을 적용하는 과정에서 사업계획수립 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 어려움은 무엇이었고, 어떻게 대처하셨습니까? | 결과적으로 이 경험이 어떻게 도움이 되었습니까?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 판단 근거와 협업 | 결과 지표와 학습 | 산업동향 적용 근거,산업동향 | 관련산업 동향을 파악하려는 자세 | 정보수집 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,2,상황면접,행사지원관리,0202010102_25v3,model,"총무 중 행사 진행기술과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",행사 진행기술을 기준으로 그 판단이나 행동을 선택한 이유는 무엇입니까? | 이 상황에서 가장 우선적으로 확인해야 할 사항은 무엇입니까? | 행사 진행 중 발생할 수 있는 문제에 대해 어떻게 대처하실 건가요?,판단 기준 | 위험 인식 | 행동 우선순위,True,,"총무 중 행사 진행기술과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",행사 진행기술을 기준으로 그 판단이나 행동을 선택한 이유는 무엇입니까? | 이 상황에서 가장 우선적으로 확인해야 할 사항은 무엇입니까? | 행사 진행 중 발생할 수 있는 문제에 대해 어떻게 대처하실 건가요?,판단 기준 | 위험 인식 | 행동 우선순위 | 핵심 사실 확인 | 행동 순서와 첫 조치 | 위험요인 인식,행사 진행기술 | 행사 기획 | 현장 문제를 적극적으로 해결하려는 자세,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,3,발표면접,부동산관리,0202010103_25v3,model,"[발표과제] 총무에서 분석적으로 사고하려는 의지 관련 자료가 주어졌다고 가정하고 준비시간 20분 후 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 5분 발표하고 5분 질의응답 답변을 포함해 주세요.",분석적으로 사고하려는 의지을 발표 쟁점으로 볼 때 부동산관리 현황 진단의 근거자료는 무엇입니까? | 선택한 대안의 실행 가능성은 어떻게 판단하셨습니까? | 질의응답에서 반대 의견이 나올 경우 어떻게 대응할 것인가요?,자료 분석력 | 논리적 구조화 | 대안의 실행 가능성,True,,"[발표과제] 총무에서 분석적으로 사고하려는 의지 관련 자료가 주어졌다고 가정하고 준비시간 20분 후 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 5분 발표하고 5분 질의응답 답변을 포함해 주세요.",분석적으로 사고하려는 의지을 발표 쟁점으로 볼 때 부동산관리 현황 진단의 근거자료는 무엇입니까? | 선택한 대안의 실행 가능성은 어떻게 판단하셨습니까? | 질의응답에서 반대 의견이 나올 경우 어떻게 대응할 것인가요?,자료 분석력 | 논리적 구조화 | 대안의 실행 가능성 | 대안의 실행가능성 | 실행계획 구체성 | 세법 적용 근거,분석적으로 사고하려는 의지 | 세법 | 보험 상품 분석 기술,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,4,토론면접,비품관리,0202010104_25v3,model,"[토론과제] 총무에서 자체 구매규정 관련 두 입장이 충돌합니다. 토론시간 20분 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",자체 구매규정을 토론 쟁점으로 볼 때 비품관리 입장발표의 근거는 무엇입니까? | 상대방의 주장을 반박하기 위한 주장은 무엇인가요? | 최종 합의안 도출을 위해 어떤 절차를 진행할 것인가요?,입장발표 근거 | 경청과 상호작용 | 최종 합의안 도출,True,,"[토론과제] 총무에서 자체 구매규정 관련 두 입장이 충돌합니다. 토론시간 20분 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",자체 구매규정을 토론 쟁점으로 볼 때 비품관리 입장발표의 근거는 무엇입니까? | 상대방의 주장을 반박하기 위한 주장은 무엇인가요? | 최종 합의안 도출을 위해 어떤 절차를 진행할 것인가요?,입장발표 근거 | 경청과 상호작용 | 최종 합의안 도출 | 갈등 조정 | 업체정보 분석 방법 적용 근거 | 물가정보검색 기술 적용 근거,자체 구매규정 | 업체정보 분석 방법 | 물가정보검색 기술,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,5,인바스켓면접,문서 작성,0202030201_22v3,model,"[인바스켓과제] 제한시간 안에 사무행정 관련 여러 문서와 요청이 들어왔습니다. 일정 계획 수립 능력을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",일정 계획 수립 능력을 처리 기준으로 삼아 문서 작성 우선순위를 정한 이유는 무엇입니까? | 각 요청 사항의 긴급성과 중요성을 어떻게 판단하셨습니까? | 결과적으로 각 문서 처리가 어떻게 진행될 것이라고 예상하십니까?,우선순위 판단 | 문서·요청 분류 | 시간관리,True,,"[인바스켓과제] 제한시간 안에 사무행정 관련 여러 문서와 요청이 들어왔습니다. 일정 계획 수립 능력을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",일정 계획 수립 능력을 처리 기준으로 삼아 문서 작성 우선순위를 정한 이유는 무엇입니까? | 각 요청 사항의 긴급성과 중요성을 어떻게 판단하셨습니까? | 결과적으로 각 문서 처리가 어떻게 진행될 것이라고 예상하십니까?,우선순위 판단 | 문서·요청 분류 | 시간관리 | 보고·위임·직접처리 판단 | 부서의 업무 분장 내용 적용 근거 | 요구사항 분석 능력 적용 근거,일정 계획 수립 능력 | 부서의 업무 분장 내용 | 요구사항 분석 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,6,직무지식면접,문서 관리,0202030202_22v3,model,"사무행정에서 업무 규정을 준수하려는 태도와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",업무 규정을 준수하려는 태도와 관련한 기준으로 문서 관리 절차를 어떻게 확인하겠습니까? | 예외상황 발생 시 어떤 조치를 취해야 합니까? | 산출물 품질 점검을 위한 기준은 무엇인가요?,절차·기준 이해 | 직무지식 적용 | 산출물 품질,True,,"사무행정에서 업무 규정을 준수하려는 태도와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",업무 규정을 준수하려는 태도와 관련한 기준으로 문서 관리 절차를 어떻게 확인하겠습니까? | 예외상황 발생 시 어떤 조치를 취해야 합니까? | 산출물 품질 점검을 위한 기준은 무엇인가요?,절차·기준 이해 | 직무지식 적용 | 산출물 품질 | 예외상황 판단 | 문서 관리 규정 적용 근거 | 문서 분류 능력 적용 근거,업무 규정을 준수하려는 태도 | 문서 관리 규정 | 문서 분류 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,7,창의적 문제해결력면접,자료 관리,0202030203_22v4,model,"[창의적 문제해결력과제] 사무행정에서 부서의 업무 분장과 관련해 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",부서의 업무 분장과 관련한 원인과 대안 관점에서 자료 관리 문제를 어떻게 검증하겠습니까? | 선택한 대안의 실현 가능성은 어떻게 평가하셨습니까? | 실행계획의 성과지표는 무엇으로 설정할 것인가요?,미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 검증 방법,True,,"[창의적 문제해결력과제] 사무행정에서 부서의 업무 분장과 관련해 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",부서의 업무 분장과 관련한 원인과 대안 관점에서 자료 관리 문제를 어떻게 검증하겠습니까? | 선택한 대안의 실현 가능성은 어떻게 평가하셨습니까? | 실행계획의 성과지표는 무엇으로 설정할 것인가요?,미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 검증 방법 | 실현가능성 | 부서의 업무 분장 적용 근거 | 자료 수집 저장 능력 적용 근거,부서의 업무 분장 | 자료 수집 저장 능력 | 업무 특성을 파악하는 자세,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,1,경험면접,수·배송계획수립,0901010201_15v1,model,"화물운송에서 수ㆍ배송 개념을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","당시 수ㆍ배송 개념을 적용하는 과정에서 수·배송계획수립 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 상황에서 본인이 맡은 역할은 무엇이었습니까? | 그 경험을 통해 어떤 결과를 얻었고, 어떤 점을 개선할 수 있었습니까?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습,True,,"화물운송에서 수ㆍ배송 개념을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","당시 수ㆍ배송 개념을 적용하는 과정에서 수·배송계획수립 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 상황에서 본인이 맡은 역할은 무엇이었습니까? | 그 경험을 통해 어떤 결과를 얻었고, 어떤 점을 개선할 수 있었습니까?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 판단 근거와 협업 | 결과 지표와 학습 | 수ㆍ배송 개념 적용 근거,수ㆍ배송 개념 | 화물의 종류 및 물량 분배 능력 | 규정과 순서를 지키려는 태도,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,2,상황면접,화주서비스관리,0901010202_15v1,model,"화물운송 중 화주특징 분석 능력과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",화주특징 분석 능력와 관련해 화주서비스관리 상황의 판단 기준과 위험 통제 이유는 무엇입니까? | 사실 확인을 위해 먼저 어떤 정보를 수집하시겠습니까? | 보고 후 실행에 옮기기 위한 구체적인 행동 단계는 무엇입니까?,판단 기준 | 위험 요인 인식 | 행동 우선순위,True,,"화물운송 중 화주특징 분석 능력과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",화주특징 분석 능력와 관련해 화주서비스관리 상황의 판단 기준과 위험 통제 이유는 무엇입니까? | 사실 확인을 위해 먼저 어떤 정보를 수집하시겠습니까? | 보고 후 실행에 옮기기 위한 구체적인 행동 단계는 무엇입니까?,판단 기준 | 위험 요인 인식 | 행동 우선순위 | 핵심 사실 확인 | 행동 순서와 첫 조치 | 위험요인 인식,화주특징 분석 능력 | 고객관리 이론 | 화주관리계획을 충실히 실천하려는 태도,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,3,발표면접,화물자동차운송운임산정,0901010203_23v2,model,"화물자동차운송운임산정에서 운임원가산정에 대한 분석적 태도를 발표 쟁점으로 볼 때, 화물자동차운송운임 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 발표하고 5분 질의응답을 포함해 주세요.",운임원가산정에 대한 분석적 태도를 바탕으로 현황 진단의 근거자료는 무엇입니까? | 선택한 대안의 이유는 무엇입니까? | 질의응답에 대비하기 위해 어떤 자료를 준비하셨습니까?,자료 분석력 | 논리적 구조화 | 대안의 실행 가능성,True,,"[발표과제] 준비시간 20분 후 화물자동차운송운임산정에서 운임원가산정에 대한 분석적 태도를 발표 쟁점으로 볼 때, 화물자동차운송운임 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 발표하고 5분 질의응답을 포함해 주세요.",운임원가산정에 대한 분석적 태도를 바탕으로 현황 진단의 근거자료는 무엇입니까? | 선택한 대안의 이유는 무엇입니까? | 질의응답에 대비하기 위해 어떤 자료를 준비하셨습니까?,자료 분석력 | 논리적 구조화 | 대안의 실행 가능성 | 대안의 실행가능성 | 실행계획 구체성 | 화물자동차 운수사업법 적용 근거,운임원가산정에 대한 분석적 태도 | 화물자동차 운수사업법 | 운임단위와 산정기준에 따른 운임원가 계산능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,4,토론면접,화물정보시스템활용,0901010204_23v2,model,"화물운송에서 화물정보망 프로그램 작동절차와 관련해 두 입장이 충돌합니다. 토론시간 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",화물정보망 프로그램 작동절차을 토론 쟁점으로 볼 때 입장발표의 근거는 무엇입니까? | 반대 의견에 대해 어떤 근거로 대처하시겠습니까? | 최종 합의안 도출을 위해 어떤 조정 방안을 제시하시겠습니까?,입장발표 근거 | 경청과 상호작용 | 갈등 조정,True,,"[토론과제] 화물운송에서 화물정보망 프로그램 작동절차와 관련해 두 입장이 충돌합니다. 토론시간 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",화물정보망 프로그램 작동절차을 토론 쟁점으로 볼 때 입장발표의 근거는 무엇입니까? | 반대 의견에 대해 어떤 근거로 대처하시겠습니까? | 최종 합의안 도출을 위해 어떤 조정 방안을 제시하시겠습니까?,입장발표 근거 | 경청과 상호작용 | 갈등 조정 | 최종 합의안 도출 | 화물정보망 프로그램 구성 내용 적용 근거 | 화물정보망 프로그램 작동능력 적용 근거,화물정보망 프로그램 작동절차 | 화물정보망 프로그램 구성 내용 | 화물정보망 프로그램 작동능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,5,인바스켓면접,화물자동차운행관리,0901010205_15v1,model,"제한시간 안에 화물자동차운행관리와 관련된 여러 문서와 요청이 들어왔습니다. 화물취급지침 교육스킬을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",화물취급지침 교육스킬을 처리 기준으로 삼아 우선순위를 정한 이유는 무엇입니까? | 보고와 위임의 구체적인 기준은 무엇입니까? | 직접처리를 위해 어떤 조치를 취하시겠습니까?,우선순위 판단 | 문서·요청 분류 | 시간관리,True,,"[인바스켓과제] 제한시간 안에 화물자동차운행관리와 관련된 여러 문서와 요청이 들어왔습니다. 화물취급지침 교육스킬을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",화물취급지침 교육스킬을 처리 기준으로 삼아 우선순위를 정한 이유는 무엇입니까? | 보고와 위임의 구체적인 기준은 무엇입니까? | 직접처리를 위해 어떤 조치를 취하시겠습니까?,우선순위 판단 | 문서·요청 분류 | 시간관리 | 보고·위임·직접처리 판단 | 화물취급교육 교안작성 방법 적용 근거 | 교육대상자별 맞춤 교육 능력 적용 근거,화물취급지침 교육스킬 | 화물취급교육 교안작성 방법 | 교육대상자별 맞춤 교육 능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,6,직무지식면접,화물자동차운전준비,0901010206_15v1,model,"화물자동차운전준비에서 절차를 준수하는 성실한 이행태도와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",절차를 준수하는 성실한 이행태도와 관련한 기준으로 화물자동차운전준비 절차를 어떻게 확인하겠습니까? | 예외상황 발생 시 어떤 대응 방법을 사용하시겠습니까? | 품질 점검을 위해 어떤 자료를 활용하실 건가요?,절차·기준 이해 | 직무지식 적용 | 산출물 품질,True,,"화물자동차운전준비에서 절차를 준수하는 성실한 이행태도와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",절차를 준수하는 성실한 이행태도와 관련한 기준으로 화물자동차운전준비 절차를 어떻게 확인하겠습니까? | 예외상황 발생 시 어떤 대응 방법을 사용하시겠습니까? | 품질 점검을 위해 어떤 자료를 활용하실 건가요?,절차·기준 이해 | 직무지식 적용 | 산출물 품질 | 예외상황 판단 | 화물차량운행경로상의 지리정보 적용 근거 | 화물운행정보 기기 작동 기술 적용 근거,절차를 준수하는 성실한 이행태도 | 화물차량운행경로상의 지리정보 | 화물운행정보 기기 작동 기술,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,7,창의적 문제해결력면접,화물자동차운전,0901010207_15v1,model,"[창의적 문제해결력과제] 화물운송에서 도로교통 관련 법규와 관련한 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",도로교통 관련 법규과 관련한 원인과 대안 관점에서 문제를 어떻게 정의하겠습니까? | 선택한 대안의 실현 가능성을 어떻게 검증할 것인지 설명해 주시겠습니까? | 의사결정 기준을 어떻게 설정하시겠습니까?,미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 실현가능성,True,,"[창의적 문제해결력과제] 화물운송에서 도로교통 관련 법규와 관련한 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",도로교통 관련 법규과 관련한 원인과 대안 관점에서 문제를 어떻게 정의하겠습니까? | 선택한 대안의 실현 가능성을 어떻게 검증할 것인지 설명해 주시겠습니까? | 의사결정 기준을 어떻게 설정하시겠습니까?,미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 실현가능성 | 검증 방법 | 도로교통 관련 법규 적용 근거 | 화물차량 안전운전기술 적용 근거,도로교통 관련 법규 | 화물차량 안전운전기술 | 화물차량운전관련 법규를 준수하려는 자세,3,1.0,True,
