idx,attachment,detail,canonical_detail,member,question_index,type,competency,ncsClCd,question_source,model_question_raw,model_followups_raw,model_evaluation_points_raw,model_question_preserved,model_replacement_reasons,question,follow_ups,evaluation_points,ksa_refs,ksa_evidence_count,score,ready,issues
303039,303039_1_직무기술서.zip,스포츠시설운영관리,스포츠시설운영관리,1. [강원랜드] 직무설명서_워터월드 수상안전.pdf; 11. [강원랜드] 직무설명서_체육시설관리(복지관 운영보조).pdf; 2. [강원랜드] 직무설명서_레저운영.pdf,1,경험면접,스포츠시설 경영기획,1204020201_22v3,model,"스포츠시설 경영기획에서 경영 전략 및 경영방침을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","당시 상황은 어땠으며, 어떤 자료를 확인하셨나요? | 경영 전략 및 경영방침을 기준으로 그 판단이나 행동을 선택한 이유는 무엇입니까? | 결과 확인, 후속점검, 리스크 보완은 어떻게 하겠습니까?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습,True,,"스포츠시설 경영기획에서 경영 전략 및 경영방침을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","당시 상황은 어땠으며, 어떤 자료를 확인하셨나요? | 경영 전략 및 경영방침을 기준으로 그 판단이나 행동을 선택한 이유는 무엇입니까? | 결과 확인, 후속점검, 리스크 보완은 어떻게 하겠습니까?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 판단 근거와 협업 | 결과 지표와 학습 | 경영 전략 및 경영방침 적용 근거,경영 전략 및 경영방침 | 소비자 패턴분석 능력 | 고객 소비자 특성을 정확히 파악하려는 자세,3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,6,직무지식면접,사회복지사례관리 실행계획 수립,0701020405_23v4,model_main_repaired_followups,"사회복지사례관리에서 사례관리대상자와 협력하는 자세와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",어떤 절차를 우선적으로 확인하시겠습니까? | 예외상황에서의 대응 기준은 무엇입니까? | 산출물의 품질 점검 방법은 어떻게 되나요?,절차·기준 이해 | 직무지식 적용 | 산출물 품질,True,follow_up_focus_injected,"사회복지사례관리에서 사례관리대상자와 협력하는 자세와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",'사례관리대상자와 협력하는 자세'와 관련한 기준으로 어떤 절차를 우선적으로 확인하시겠습니까? | 예외상황에서의 대응 기준은 무엇입니까? | 산출물의 품질 점검 방법은 어떻게 되나요?,"절차·기준 이해 | 직무지식 적용 | 산출물 품질 | 예외상황 판단 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","사례관리대상자와 협력하는 자세 | 강점관점 개념 | 목적, 목표 작성기술",3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,1,경험면접,사업계획수립,0202010101_25v3,model,"총무 업무에서 산업동향을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","당시 어떤 산업 동향을 파악했고, 어떻게 분석했는지 설명해 주시겠습니까? | 그 판단에 따라 어떤 행동을 선택하셨나요? | 결과적으로 어떤 성과를 얻었고, 그 과정에서 어떤 교훈을 얻으셨나요?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습,True,,"총무 업무에서 산업동향을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","당시 어떤 산업 동향을 파악했고, 어떻게 분석했는지 설명해 주시겠습니까? | 그 판단에 따라 어떤 행동을 선택하셨나요? | 결과적으로 어떤 성과를 얻었고, 그 과정에서 어떤 교훈을 얻으셨나요?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 판단 근거와 협업 | 결과 지표와 학습 | 산업동향 적용 근거,산업동향 | 관련산업 동향을 파악하려는 자세 | 정보수집 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,2,상황면접,행사지원관리,0202010102_25v3,model_main_repaired_followups,"총무 업무 중 행사 진행기술과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",첫 단계에서 확인할 사실이나 자료는 무엇입니까? | 어떤 기준을 바탕으로 그 판단이나 행동을 선택하셨나요? | 결과 확인 후 후속 점검이나 리스크 보완은 어떻게 하겠습니까?,판단 기준 | 위험 요인 인식 | 행동 순서,True,follow_up_focus_injected,"총무 업무 중 행사 진행기술과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",첫 단계에서 확인할 사실이나 자료는 무엇입니까? | '행사 진행기술'과 관련해 어떤 기준을 바탕으로 그 판단이나 행동을 선택하셨나요? | 결과 확인 후 후속 점검이나 리스크 보완은 어떻게 하겠습니까?,판단 기준 | 위험 요인 인식 | 행동 순서 | 핵심 사실 확인 | 행동 순서와 첫 조치 | 위험요인 인식,행사 진행기술 | 행사 기획 | 현장 문제를 적극적으로 해결하려는 자세,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,3,발표면접,부동산관리,0202010103_25v3,model_main_repaired_followups,"[발표과제] 총무 업무에서 분석적으로 사고하려는 의지와 관련 자료가 주어졌다고 가정하고 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 발표해 주세요.",현황 진단에 대한 근거자료는 무엇입니까? | 선택한 대안 2가지를 설명하시고 그 이유는 무엇인가요? | 성과 지표는 어떻게 설정하실 건가요?,자료 분석력 | 논리적 구조화 | 대안의 실행 가능성,True,follow_up_focus_injected,"[발표과제] 총무 업무에서 분석적으로 사고하려는 의지와 관련 자료가 주어졌다고 가정하고 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 발표해 주세요.",'분석적으로 사고하려는 의지'를 발표 쟁점으로 볼 때 현황 진단에 대한 근거자료는 무엇입니까? | 선택한 대안 2가지를 설명하시고 그 이유는 무엇인가요? | 성과 지표는 어떻게 설정하실 건가요?,자료 분석력 | 논리적 구조화 | 대안의 실행 가능성 | 대안의 실행가능성 | 실행계획 구체성 | 세법 적용 근거,분석적으로 사고하려는 의지 | 세법 | 보험 상품 분석 기술,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,4,토론면접,문서 작성,0202030201_22v3,model_main_repaired_followups,"[토론과제] 사무행정에서 문서 작성과 관련한 두 입장이 충돌합니다. 본인 입장, 반대 의견 검토, 조정 방식, 합의안을 토론해 주세요.",본인 입장은 무엇인가요? 그 이유를 설명해 주세요. | 반대 의견에 대한 검토는 어떻게 하셨나요? | 어떤 방식으로 합의안을 도출할 수 있을까요?,근거 제시 | 경청과 상호작용 | 갈등 조정,True,follow_up_focus_injected,"[토론과제] 사무행정에서 문서 작성과 관련한 두 입장이 충돌합니다. 본인 입장, 반대 의견 검토, 조정 방식, 합의안을 토론해 주세요.",'문서 작성 절차'를 토론 쟁점으로 볼 때 본인 입장은 무엇인가요? 그 이유를 설명해 주세요. | 반대 의견에 대한 검토는 어떻게 하셨나요? | 어떤 방식으로 합의안을 도출할 수 있을까요?,근거 제시 | 경청과 상호작용 | 갈등 조정 | 초기 입장의 근거 | 합의안 도출 | 부서의 업무 분장 내용 적용 근거,문서 작성 절차 | 부서의 업무 분장 내용 | 요구사항 분석 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,5,인바스켓면접,문서 관리,0202030202_22v3,model_main_repaired_followups,"[인바스켓과제] 제한시간 안에 총무 관련 여러 문서와 요청이 들어왔습니다. 문서 대장 기록 능력을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.","처리할 문서의 분류 기준은 무엇인가요? | 우선순위를 어떻게 정하셨나요? | 직접 처리할 사항은 무엇이며, 그 이유는 무엇인가요?",우선순위 판단 | 문서·요청 분류 | 시간 관리,True,follow_up_focus_injected,"[인바스켓과제] 제한시간 안에 총무 관련 여러 문서와 요청이 들어왔습니다. 문서 대장 기록 능력을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.","'문서 대장 기록 능력'을 처리 기준으로 삼을 때 처리할 문서의 분류 기준은 무엇인가요? | 우선순위를 어떻게 정하셨나요? | 직접 처리할 사항은 무엇이며, 그 이유는 무엇인가요?",우선순위 판단 | 문서·요청 분류 | 시간 관리 | 보고·위임·직접처리 판단 | 시간관리 | 문서 관리 규정 적용 근거,문서 대장 기록 능력 | 문서 관리 규정 | 문서 분류 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,6,직무지식면접,자료 관리,0202030203_22v4,model,"사무행정에서 자료 수집에 필요한 도구의 특성을 이해하려는 노력과 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",자료 수집에 필요한 도구의 특성을 어떻게 이해하고 계신가요? | 예외 상황 발생 시 어떤 절차를 통해 대응하실 건가요? | 품질 점검 방법은 무엇입니까?,절차·기준 이해 | 직무지식 적용 | 산출물 품질,True,,"사무행정에서 자료 수집에 필요한 도구의 특성을 이해하려는 노력과 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",자료 수집에 필요한 도구의 특성을 어떻게 이해하고 계신가요? | 예외 상황 발생 시 어떤 절차를 통해 대응하실 건가요? | 품질 점검 방법은 무엇입니까?,절차·기준 이해 | 직무지식 적용 | 산출물 품질 | 예외상황 판단 | 부서의 업무 분장 적용 근거 | 자료 수집 저장 능력 적용 근거,자료 수집에 필요한 도구의 특성을 이해하려는 노력 | 부서의 업무 분장 | 자료 수집 저장 능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,1,경험면접,수·배송계획수립,0901010201_15v1,model,"화물운송에서 수ㆍ배송 개념을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","당시 어떤 상황에서 수ㆍ배송 개념을 적용했는지 구체적으로 말씀해 주세요. | 그 판단에 따라 어떤 행동을 선택하셨고, 그 이유는 무엇입니까? | 결과는 어땠고, 그 과정에서 어떤 학습을 하셨습니까?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습,True,,"화물운송에서 수ㆍ배송 개념을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","당시 어떤 상황에서 수ㆍ배송 개념을 적용했는지 구체적으로 말씀해 주세요. | 그 판단에 따라 어떤 행동을 선택하셨고, 그 이유는 무엇입니까? | 결과는 어땠고, 그 과정에서 어떤 학습을 하셨습니까?",구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 판단 근거와 협업 | 결과 지표와 학습 | 수ㆍ배송 개념 적용 근거,수ㆍ배송 개념 | 화물의 종류 및 물량 분배 능력 | 규정과 순서를 지키려는 태도,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,2,상황면접,화주서비스관리,0901010202_15v1,model_main_repaired_followups,"화물운송 중 화주특징 분석 능력과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?","먼저 확인할 화주 서비스 관련 자료는 무엇입니까? | 그 판단 기준은 무엇이었으며, 어떤 기준에 따라 행동하셨습니까? | 결과 확인 후 후속 조치는 어떻게 하셨습니까?",판단 기준 | 위험 요인 인식 | 행동 우선순위,True,follow_up_focus_injected,"화물운송 중 화주특징 분석 능력과 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?","먼저 확인할 화주 서비스 관련 자료는 무엇입니까? | '화주특징 분석 능력'과 관련해 그 판단 기준은 무엇이었으며, 어떤 기준에 따라 행동하셨습니까? | 결과 확인 후 후속 조치는 어떻게 하셨습니까?",판단 기준 | 위험 요인 인식 | 행동 우선순위 | 핵심 사실 확인 | 행동 순서와 첫 조치 | 위험요인 인식,화주특징 분석 능력 | 고객관리 이론 | 화주관리계획을 충실히 실천하려는 태도,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,3,발표면접,화물자동차운송운임산정,0901010203_23v2,model_main_repaired_followups,"[발표과제] 화물운송에서 운임원가 분석 관련 자료가 주어졌다고 가정하고 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 발표해 주세요.","진단에 사용한 자료는 무엇인가요? | 선택한 대안의 근거는 무엇이며, 왜 그 대안을 우선시했습니까? | 성과지표는 어떻게 설정하셨나요?",자료 분석력 | 논리적 구조화 | 대안의 실행 가능성,True,follow_up_focus_injected,"[발표과제] 화물운송에서 운임원가 분석 관련 자료가 주어졌다고 가정하고 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 발표해 주세요.","'운임원가산정에 대한 분석적 태도'를 발표 쟁점으로 볼 때 진단에 사용한 자료는 무엇인가요? | 선택한 대안의 근거는 무엇이며, 왜 그 대안을 우선시했습니까? | 성과지표는 어떻게 설정하셨나요?",자료 분석력 | 논리적 구조화 | 대안의 실행 가능성 | 대안의 실행가능성 | 실행계획 구체성 | 화물자동차 운수사업법 적용 근거,운임원가산정에 대한 분석적 태도 | 화물자동차 운수사업법 | 운임단위와 산정기준에 따른 운임원가 계산능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,4,토론면접,화물정보시스템활용,0901010204_23v2,model_main_repaired_followups,"[토론과제] 화물운송에서 화물정보망 프로그램 작동절차 관련 두 입장이 충돌합니다. 본인 입장, 반대 의견 검토, 조정 방식, 합의안을 토론해 주세요.",본인의 입장은 무엇인가요? | 반대 의견에 대한 근거는 무엇이었습니까? | 어떤 방식으로 조정하여 합의안을 도출하셨나요?,근거 제시 | 경청과 상호작용 | 갈등 조정,True,follow_up_focus_injected,"[토론과제] 화물운송에서 화물정보망 프로그램 작동절차 관련 두 입장이 충돌합니다. 본인 입장, 반대 의견 검토, 조정 방식, 합의안을 토론해 주세요.",'화물정보망 프로그램 작동절차'를 토론 쟁점으로 볼 때 본인의 입장은 무엇인가요? | 반대 의견에 대한 근거는 무엇이었습니까? | 어떤 방식으로 조정하여 합의안을 도출하셨나요?,근거 제시 | 경청과 상호작용 | 갈등 조정 | 초기 입장의 근거 | 합의안 도출 | 화물정보망 프로그램 구성 내용 적용 근거,화물정보망 프로그램 작동절차 | 화물정보망 프로그램 구성 내용 | 화물정보망 프로그램 작동능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,5,인바스켓면접,화물자동차운행관리,0901010205_15v1,model_main_repaired_followups,"[인바스켓과제] 제한시간 안에 화물운송 관련 여러 문서와 요청이 들어왔습니다. 화물취급지침 교육스킬을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",처리해야 할 문서와 요청은 무엇인지 먼저 확인하세요. | 우선순위를 정한 이유는 무엇입니까? | 보고 및 위임의 기준은 무엇이었습니까?,우선순위 판단 | 문서·요청 분류 | 시간 관리,True,follow_up_focus_injected,"[인바스켓과제] 제한시간 안에 화물운송 관련 여러 문서와 요청이 들어왔습니다. 화물취급지침 교육스킬을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",'화물취급지침 교육스킬'을 처리 기준으로 삼을 때 처리해야 할 문서와 요청은 무엇인지 먼저 확인하세요. | 우선순위를 정한 이유는 무엇입니까? | 보고 및 위임의 기준은 무엇이었습니까?,우선순위 판단 | 문서·요청 분류 | 시간 관리 | 보고·위임·직접처리 판단 | 시간관리 | 화물취급교육 교안작성 방법 적용 근거,화물취급지침 교육스킬 | 화물취급교육 교안작성 방법 | 교육대상자별 맞춤 교육 능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,6,직무지식면접,화물자동차운전준비,0901010206_15v1,model_main_repaired_followups,"화물운송에서 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",확인해야 할 절차는 무엇인가요? | 예외상황 발생 시 어떤 기준으로 대응하셨습니까? | 산출물의 품질 점검 방법은 무엇입니까?,절차·기준 이해 | 직무 지식 적용 | 산출물 품질,True,follow_up_focus_injected,"화물운송에서 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",'화물차량운행경로상의 지리정보'와 관련한 기준으로 확인해야 할 절차는 무엇인가요? | 예외상황 발생 시 어떤 기준으로 대응하셨습니까? | 산출물의 품질 점검 방법은 무엇입니까?,절차·기준 이해 | 직무 지식 적용 | 산출물 품질 | 직무지식 적용 | 예외상황 판단 | 화물차량운행경로상의 지리정보 적용 근거,화물차량운행경로상의 지리정보 | 화물운행정보 기기 작동 기술 | 정확한 업무처리 태도,3,1.0,True,
