idx,attachment,detail,canonical_detail,member,question_index,type,competency,ncsClCd,question_source,model_question_raw,model_followups_raw,model_evaluation_points_raw,model_question_preserved,model_replacement_reasons,question,follow_ups,evaluation_points,ksa_refs,ksa_evidence_count,score,ready,issues
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,4,토론면접,사회복지사례관리 실행계획 수립,0701020405_23v4,model,"[토론과제] 사회복지사례관리 실행계획 수립에서 역량강화(empowerment) 이론 적용을 강화해야 한다는 입장과 업무 효율·자원 제약을 우선해야 한다는 입장이 충돌합니다. 토론시간 20분 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",역량강화(empowerment) 이론을 토론 쟁점으로 볼 때 사회복지사례관리 실행계획 수립 입장발표의 근거는 무엇입니까? | 반대 의견에 대한 근거는 무엇입니까? | 최종 합의안을 도출하기 위한 조정 방식은 무엇입니까?,입장발표 근거 | 경청과 상호작용 | 갈등 조정,True,,"[토론과제] 사회복지사례관리 실행계획 수립에서 역량강화(empowerment) 이론 적용을 강화해야 한다는 입장과 업무 효율·자원 제약을 우선해야 한다는 입장이 충돌합니다. 토론시간 20분 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",역량강화(empowerment) 이론을 토론 쟁점으로 볼 때 사회복지사례관리 실행계획 수립 입장발표의 근거는 무엇입니까? | 반대 의견에 대한 근거는 무엇입니까? | 최종 합의안을 도출하기 위한 조정 방식은 무엇입니까?,"입장발표 근거 | 경청과 상호작용 | 갈등 조정 | 최종 합의안 도출 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","역량강화(empowerment) 이론 | 강점관점 개념 | 목적, 목표 작성기술",3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,5,인바스켓면접,사회복지사례관리 실행계획 수립,0701020405_23v4,model,"[인바스켓과제] 제한시간 안에 사회복지사례관리 실행계획 수립 관련 여러 문서와 요청이 들어왔습니다. 정보수집 기술을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",정보수집 기술을 처리 기준으로 삼아 사회복지사례관리 실행계획 수립 문서·요청 우선순위와 보고·위임·직접처리 판단을 어떻게 정하겠습니까? | 우선순위를 정한 이유는 무엇입니까? | 이 상황에서 발생할 수 있는 리스크는 무엇입니까?,우선순위 판단 | 문서·요청 분류 | 시간 관리,True,,"[인바스켓과제] 제한시간 안에 사회복지사례관리 실행계획 수립 관련 여러 문서와 요청이 들어왔습니다. 정보수집 기술을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",정보수집 기술을 처리 기준으로 삼아 사회복지사례관리 실행계획 수립 문서·요청 우선순위와 보고·위임·직접처리 판단을 어떻게 정하겠습니까? | 우선순위를 정한 이유는 무엇입니까? | 이 상황에서 발생할 수 있는 리스크는 무엇입니까?,우선순위 판단 | 문서·요청 분류 | 시간 관리 | 보고·위임·직접처리 판단 | 시간관리 | 강점관점 개념 적용 근거,"정보수집 기술 | 강점관점 개념 | 목적, 목표 작성기술",3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,6,직무지식면접,사회복지사례관리 실행계획 수립,0701020405_23v4,model,"사회복지사례관리 실행계획 수립에서 사례관리대상자와 협력하는 자세와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",사례관리대상자와 협력하는 자세와 관련한 기준으로 사회복지사례관리 실행계획 수립 절차를 어떻게 확인하겠습니까? | 예외상황 대응을 위한 구체적인 절차는 무엇입니까? | 산출물의 품질 점검 방법은 무엇입니까?,절차·기준 이해 | 직무지식 적용 | 산출물 품질,True,,"사회복지사례관리 실행계획 수립에서 사례관리대상자와 협력하는 자세와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",사례관리대상자와 협력하는 자세와 관련한 기준으로 사회복지사례관리 실행계획 수립 절차를 어떻게 확인하겠습니까? | 예외상황 대응을 위한 구체적인 절차는 무엇입니까? | 산출물의 품질 점검 방법은 무엇입니까?,"절차·기준 이해 | 직무지식 적용 | 산출물 품질 | 예외상황 판단 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","사례관리대상자와 협력하는 자세 | 강점관점 개념 | 목적, 목표 작성기술",3,1.0,True,
303034,303034_1_직무기술서(사회복지사).hwp,사회복지 사례관리,사회복지사례관리,303034_1_직무기술서(사회복지사).hwp,7,창의적 문제해결력면접,사회복지사례관리 실행계획 수립,0701020405_23v4,model,"[창의적 문제해결력과제] 사회복지사례관리 실행계획 수립에서 강점관점 개념 관련 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",강점관점 개념과 관련한 원인과 대안 관점에서 사회복지사례관리 실행계획 수립 문제를 어떻게 검증하겠습니까? | 실현가능성을 평가하기 위한 기준은 무엇입니까? | 의사결정 기준은 어떤 요소로 구성됩니까?,미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 검증 방법,True,,"[창의적 문제해결력과제] 사회복지사례관리 실행계획 수립에서 강점관점 개념 관련 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",강점관점 개념과 관련한 원인과 대안 관점에서 사회복지사례관리 실행계획 수립 문제를 어떻게 검증하겠습니까? | 실현가능성을 평가하기 위한 기준은 무엇입니까? | 의사결정 기준은 어떤 요소로 구성됩니까?,"미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 검증 방법 | 실현가능성 | 강점관점 개념 적용 근거 | 목적, 목표 작성기술 적용 근거","강점관점 개념 | 목적, 목표 작성기술 | 사례관리대상자의 욕구를 존중하는 자세",3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,1,경험면접,사업계획수립,0202010101_25v3,model,"사업계획수립에서 산업동향을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","산업동향을 적용하는 과정에서 사업계획수립 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 어려움은 무엇이었고, 어떻게 극복했습니까? | 해당 경험을 통해 무엇을 배우셨나요?",특정 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 결과의 논리적 접근,True,,"사업계획수립에서 산업동향을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.","산업동향을 적용하는 과정에서 사업계획수립 판단이나 행동을 선택한 이유는 무엇입니까? | 당시 어려움은 무엇이었고, 어떻게 극복했습니까? | 해당 경험을 통해 무엇을 배우셨나요?",특정 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 결과의 논리적 접근 | 구체적 상황 설명 | 판단 근거와 협업,산업동향 | 관련산업 동향을 파악하려는 자세 | 정보수집 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,2,상황면접,행사지원관리,0202010102_25v3,model,"행사지원관리 중 행사 진행기술와 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",행사 진행기술와 관련해 행사지원관리 상황의 판단 기준과 위험 통제 이유는 무엇입니까? | 위험을 통제하기 위해 어떤 추가적인 조치를 취할 수 있었나요? | 결과적으로 행사 진행에 어떤 영향을 미쳤습니까?,판단 기준 설명 | 위험 인식 | 행동 우선순위 | 이해관계자 대응,True,,"행사지원관리 중 행사 진행기술와 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",행사 진행기술와 관련해 행사지원관리 상황의 판단 기준과 위험 통제 이유는 무엇입니까? | 위험을 통제하기 위해 어떤 추가적인 조치를 취할 수 있었나요? | 결과적으로 행사 진행에 어떤 영향을 미쳤습니까?,판단 기준 설명 | 위험 인식 | 행동 우선순위 | 이해관계자 대응 | 핵심 사실 확인 | 판단 기준,행사 진행기술 | 행사 기획 | 현장 문제를 적극적으로 해결하려는 자세,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,3,발표면접,부동산관리,0202010103_25v3,model,"[발표과제] 부동산관리에서 분석적으로 사고하려는 의지 관련 자료가 주어졌다고 가정하고 준비시간 20분 후 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 5분 발표하고 5분 질의응답 답변을 포함해 주세요.","분석적으로 사고하려는 의지을 발표 쟁점으로 볼 때 부동산관리 현황 진단의 근거자료는 무엇입니까? | 선택한 대안의 이유는 무엇이며, 그 대안의 장단점은 무엇인가요? | 질의응답에서 어떤 질문이 예상되며, 어떻게 답변할 계획인가요?",자료 분석력 | 논리적 구조화 | 대안의 실행가능성 | 질의응답 대응,True,,"[발표과제] 부동산관리에서 분석적으로 사고하려는 의지 관련 자료가 주어졌다고 가정하고 준비시간 20분 후 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 5분 발표하고 5분 질의응답 답변을 포함해 주세요.","분석적으로 사고하려는 의지을 발표 쟁점으로 볼 때 부동산관리 현황 진단의 근거자료는 무엇입니까? | 선택한 대안의 이유는 무엇이며, 그 대안의 장단점은 무엇인가요? | 질의응답에서 어떤 질문이 예상되며, 어떻게 답변할 계획인가요?",자료 분석력 | 논리적 구조화 | 대안의 실행가능성 | 질의응답 대응 | 실행계획 구체성 | 세법 적용 근거,분석적으로 사고하려는 의지 | 세법 | 보험 상품 분석 기술,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,총무,총무,303033_1_직무기술서(간호사).hwp,4,토론면접,비품관리,0202010104_25v3,model,"[토론과제] 비품관리에서 자체 구매규정 적용을 강화해야 한다는 입장과 업무 효율·자원 제약을 우선해야 한다는 입장이 충돌합니다. 토론시간 20분 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",자체 구매규정을 토론 쟁점으로 볼 때 비품관리 입장발표의 근거는 무엇입니까? | 상대방의 반대 의견에 어떻게 대응할 계획인가요? | 최종 합의안을 도출하기 위해 어떤 조정 방식을 사용할 것인가요?,입장발표 근거 | 경청과 상호작용 | 갈등 조정 | 최종 합의안 도출,True,,"[토론과제] 비품관리에서 자체 구매규정 적용을 강화해야 한다는 입장과 업무 효율·자원 제약을 우선해야 한다는 입장이 충돌합니다. 토론시간 20분 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",자체 구매규정을 토론 쟁점으로 볼 때 비품관리 입장발표의 근거는 무엇입니까? | 상대방의 반대 의견에 어떻게 대응할 계획인가요? | 최종 합의안을 도출하기 위해 어떤 조정 방식을 사용할 것인가요?,입장발표 근거 | 경청과 상호작용 | 갈등 조정 | 최종 합의안 도출 | 업체정보 분석 방법 적용 근거 | 물가정보검색 기술 적용 근거,자체 구매규정 | 업체정보 분석 방법 | 물가정보검색 기술,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,5,인바스켓면접,문서 작성,0202030201_22v3,model,"[인바스켓과제] 제한시간 안에 문서 작성 관련 여러 문서와 요청이 들어왔습니다. 일정 계획 수립 능력을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",일정 계획 수립 능력을 처리 기준으로 삼아 문서 작성 문서·요청 우선순위와 보고·위임·직접처리 판단을 어떻게 정하겠습니까? | 우선순위를 정하는 기준은 무엇인가요? | 결과적으로 어떤 문서가 가장 먼저 처리되어야 한다고 생각하십니까?,우선순위 판단 | 문서·요청 분류 | 시간관리,True,,"[인바스켓과제] 제한시간 안에 문서 작성 관련 여러 문서와 요청이 들어왔습니다. 일정 계획 수립 능력을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",일정 계획 수립 능력을 처리 기준으로 삼아 문서 작성 문서·요청 우선순위와 보고·위임·직접처리 판단을 어떻게 정하겠습니까? | 우선순위를 정하는 기준은 무엇인가요? | 결과적으로 어떤 문서가 가장 먼저 처리되어야 한다고 생각하십니까?,우선순위 판단 | 문서·요청 분류 | 시간관리 | 보고·위임·직접처리 판단 | 부서의 업무 분장 내용 적용 근거 | 요구사항 분석 능력 적용 근거,일정 계획 수립 능력 | 부서의 업무 분장 내용 | 요구사항 분석 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,6,직무지식면접,문서 관리,0202030202_22v3,model,"문서 관리에서 업무 규정을 준수하려는 태도와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.","업무 규정을 준수하려는 태도와 관련한 기준으로 문서 관리 절차를 어떻게 확인하겠습니까? | 예외상황 발생 시 어떤 절차를 따를 것인가요? | 품질 점검 방법은 무엇이며, 어떻게 적용할 수 있습니까?",절차·기준 이해 | 직무지식 적용 | 산출물 품질,True,,"문서 관리에서 업무 규정을 준수하려는 태도와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.","업무 규정을 준수하려는 태도와 관련한 기준으로 문서 관리 절차를 어떻게 확인하겠습니까? | 예외상황 발생 시 어떤 절차를 따를 것인가요? | 품질 점검 방법은 무엇이며, 어떻게 적용할 수 있습니까?",절차·기준 이해 | 직무지식 적용 | 산출물 품질 | 예외상황 판단 | 문서 관리 규정 적용 근거 | 문서 분류 능력 적용 근거,업무 규정을 준수하려는 태도 | 문서 관리 규정 | 문서 분류 능력,3,1.0,True,
303033,303033_1_직무기술서(간호사).hwp,사무행정,사무행정,303033_1_직무기술서(간호사).hwp,7,창의적 문제해결력면접,자료 관리,0202030203_22v4,model,"[창의적 문제해결력과제] 자료 관리에서 부서의 업무 분장 관련 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",부서의 업무 분장과 관련한 원인과 대안 관점에서 자료 관리 문제를 어떻게 검증하겠습니까? | 각 대안의 실현가능성은 어떻게 평가할 것인가요? | 의사결정 기준으로 어떤 요소를 고려해야 한다고 생각하십니까?,미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 검증 방법 | 실현가능성,True,,"[창의적 문제해결력과제] 자료 관리에서 부서의 업무 분장 관련 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",부서의 업무 분장과 관련한 원인과 대안 관점에서 자료 관리 문제를 어떻게 검증하겠습니까? | 각 대안의 실현가능성은 어떻게 평가할 것인가요? | 의사결정 기준으로 어떤 요소를 고려해야 한다고 생각하십니까?,미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 검증 방법 | 실현가능성 | 부서의 업무 분장 적용 근거 | 자료 수집 저장 능력 적용 근거,부서의 업무 분장 | 자료 수집 저장 능력 | 업무 특성을 파악하는 자세,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,1,경험면접,수·배송계획수립,0901010201_15v1,model,"수·배송계획수립에서 수ㆍ배송 개념을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.",당시 수ㆍ배송 개념을 적용하는 과정에서 수·배송계획수립 판단이나 행동을 선택한 이유는 무엇입니까? | 수·배송계획수립의 구체적인 상황에서 본인의 역할은 무엇이었습니까? | 그 경험에서 얻은 주요 학습은 무엇이었습니까?,구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습,True,,"수·배송계획수립에서 수ㆍ배송 개념을 적용했던 경험을 말씀해 주세요. 당시 상황, 본인 역할, 선택한 행동, 결과와 학습을 포함해 설명해 주세요.",당시 수ㆍ배송 개념을 적용하는 과정에서 수·배송계획수립 판단이나 행동을 선택한 이유는 무엇입니까? | 수·배송계획수립의 구체적인 상황에서 본인의 역할은 무엇이었습니까? | 그 경험에서 얻은 주요 학습은 무엇이었습니까?,구체적 상황 설명 | 본인 역할과 행동 | 성과와 학습 | 판단 근거와 협업 | 결과 지표와 학습 | 수ㆍ배송 개념 적용 근거,수ㆍ배송 개념 | 화물의 종류 및 물량 분배 능력 | 규정과 순서를 지키려는 태도,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,2,상황면접,화주서비스관리,0901010202_15v1,model,"화주서비스관리 중 화주특징 분석 능력와 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",화주특징 분석 능력와 관련해 화주서비스관리 상황의 판단 기준과 위험 통제 이유는 무엇입니까? | 위험 통제를 위해 먼저 어떤 사실을 확인해야 합니까? | 사실 확인 후 어떤 순서로 보고와 실행을 진행하시겠습니까?,판단 기준 | 위험요인 인식 | 행동 순서,True,,"화주서비스관리 중 화주특징 분석 능력와 관련한 구체적 상황입니다. 어떤 판단 기준으로 위험을 통제하고, 사실 확인부터 보고와 실행까지 어떤 순서로 행동하시겠습니까?",화주특징 분석 능력와 관련해 화주서비스관리 상황의 판단 기준과 위험 통제 이유는 무엇입니까? | 위험 통제를 위해 먼저 어떤 사실을 확인해야 합니까? | 사실 확인 후 어떤 순서로 보고와 실행을 진행하시겠습니까?,판단 기준 | 위험요인 인식 | 행동 순서 | 핵심 사실 확인 | 행동 순서와 첫 조치 | 고객관리 이론 적용 근거,화주특징 분석 능력 | 고객관리 이론 | 화주관리계획을 충실히 실천하려는 태도,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,3,발표면접,화물자동차운송운임산정,0901010203_23v2,model,"[발표과제] 화물자동차운송운임산정에서 운임원가산정에 대한 분석적 태도 관련 자료가 주어졌다고 가정하고 준비시간 20분 후 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 5분 발표하고 5분 질의응답 답변을 포함해 주세요.",운임원가산정에 대한 분석적 태도을 발표 쟁점으로 볼 때 화물자동차운송운임산정 현황 진단의 근거자료는 무엇입니까? | 선택한 대안의 근거는 무엇입니까? | 질의응답에 대비해 어떤 준비를 하셨습니까?,자료 분석력 | 논리적 구조화 | 질의응답 대응,True,,"[발표과제] 화물자동차운송운임산정에서 운임원가산정에 대한 분석적 태도 관련 자료가 주어졌다고 가정하고 준비시간 20분 후 현황을 진단하고 대안 2가지, 실행계획, 성과지표를 5분 발표하고 5분 질의응답 답변을 포함해 주세요.",운임원가산정에 대한 분석적 태도을 발표 쟁점으로 볼 때 화물자동차운송운임산정 현황 진단의 근거자료는 무엇입니까? | 선택한 대안의 근거는 무엇입니까? | 질의응답에 대비해 어떤 준비를 하셨습니까?,자료 분석력 | 논리적 구조화 | 질의응답 대응 | 대안의 실행가능성 | 실행계획 구체성 | 화물자동차 운수사업법 적용 근거,운임원가산정에 대한 분석적 태도 | 화물자동차 운수사업법 | 운임단위와 산정기준에 따른 운임원가 계산능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,4,토론면접,화물정보시스템활용,0901010204_23v2,model,"[토론과제] 화물정보시스템활용에서 화물정보망 프로그램 작동절차 적용을 강화해야 한다는 입장과 업무 효율·자원 제약을 우선해야 한다는 입장이 충돌합니다. 토론시간 20분 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",화물정보망 프로그램 작동절차을 토론 쟁점으로 볼 때 화물정보시스템활용 입장발표의 근거는 무엇입니까? | 반대 의견에 대한 검토는 어떻게 하셨습니까? | 최종 합의안을 도출하기 위해 어떤 조정 방식을 사용하셨습니까?,입장발표 근거 | 경청과 상호작용 | 최종 합의안 도출,True,,"[토론과제] 화물정보시스템활용에서 화물정보망 프로그램 작동절차 적용을 강화해야 한다는 입장과 업무 효율·자원 제약을 우선해야 한다는 입장이 충돌합니다. 토론시간 20분 동안 1분 입장발표 후 반대 의견 검토, 조정 방식, 최종 합의안을 토론해 주세요.",화물정보망 프로그램 작동절차을 토론 쟁점으로 볼 때 화물정보시스템활용 입장발표의 근거는 무엇입니까? | 반대 의견에 대한 검토는 어떻게 하셨습니까? | 최종 합의안을 도출하기 위해 어떤 조정 방식을 사용하셨습니까?,입장발표 근거 | 경청과 상호작용 | 최종 합의안 도출 | 갈등 조정 | 화물정보망 프로그램 구성 내용 적용 근거 | 화물정보망 프로그램 작동능력 적용 근거,화물정보망 프로그램 작동절차 | 화물정보망 프로그램 구성 내용 | 화물정보망 프로그램 작동능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,5,인바스켓면접,화물자동차운행관리,0901010205_15v1,model,"[인바스켓과제] 제한시간 안에 화물자동차운행관리 관련 여러 문서와 요청이 들어왔습니다. 화물취급지침 교육스킬을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",화물취급지침 교육스킬을 처리 기준으로 삼아 화물자동차운행관리 문서·요청 우선순위와 보고·위임·직접처리 판단을 어떻게 정하겠습니까? | 우선순위를 정할 때 어떤 기준을 사용하셨습니까? | 보고와 위임을 결정하는 과정에서 어떤 고려사항이 있었습니까?,우선순위 판단 | 문서·요청 분류 | 시간관리,True,,"[인바스켓과제] 제한시간 안에 화물자동차운행관리 관련 여러 문서와 요청이 들어왔습니다. 화물취급지침 교육스킬을 기준으로 우선순위, 보고, 위임, 직접처리 판단을 제시해 주세요.",화물취급지침 교육스킬을 처리 기준으로 삼아 화물자동차운행관리 문서·요청 우선순위와 보고·위임·직접처리 판단을 어떻게 정하겠습니까? | 우선순위를 정할 때 어떤 기준을 사용하셨습니까? | 보고와 위임을 결정하는 과정에서 어떤 고려사항이 있었습니까?,우선순위 판단 | 문서·요청 분류 | 시간관리 | 보고·위임·직접처리 판단 | 화물취급교육 교안작성 방법 적용 근거 | 교육대상자별 맞춤 교육 능력 적용 근거,화물취급지침 교육스킬 | 화물취급교육 교안작성 방법 | 교육대상자별 맞춤 교육 능력,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,6,직무지식면접,화물자동차운전준비,0901010206_15v1,model,"화물자동차운전준비에서 절차를 준수하는 성실한 이행태도와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",절차를 준수하는 성실한 이행태도와 관련한 기준으로 화물자동차운전준비 절차를 어떻게 확인하겠습니까? | 예외상황 발생 시 어떤 대응 방안을 갖추고 있습니까? | 품질 점검 방법은 무엇입니까?,절차·기준 이해 | 직무지식 적용 | 산출물 품질,True,,"화물자동차운전준비에서 절차를 준수하는 성실한 이행태도와 관련해 확인해야 할 절차, 기준, 산출물, 예외상황 대응과 품질 점검 방법을 설명해 주세요.",절차를 준수하는 성실한 이행태도와 관련한 기준으로 화물자동차운전준비 절차를 어떻게 확인하겠습니까? | 예외상황 발생 시 어떤 대응 방안을 갖추고 있습니까? | 품질 점검 방법은 무엇입니까?,절차·기준 이해 | 직무지식 적용 | 산출물 품질 | 예외상황 판단 | 화물차량운행경로상의 지리정보 적용 근거 | 화물운행정보 기기 작동 기술 적용 근거,절차를 준수하는 성실한 이행태도 | 화물차량운행경로상의 지리정보 | 화물운행정보 기기 작동 기술,3,1.0,True,
303019,303019_1_직무기술서.hwp,화물운송,화물운송,303019_1_직무기술서.hwp,7,창의적 문제해결력면접,화물자동차운전,0901010207_15v1,model,"[창의적 문제해결력과제] 화물자동차운전에서 도로교통 관련 법규 관련 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",도로교통 관련 법규과 관련한 원인과 대안 관점에서 화물자동차운전 문제를 어떻게 검증하겠습니까? | 실현가능성을 평가하기 위해 고려한 요소는 무엇입니까? | 의사결정 기준은 무엇으로 설정하셨습니까?,미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 검증 방법,True,,"[창의적 문제해결력과제] 화물자동차운전에서 도로교통 관련 법규 관련 복합 문제가 발생했습니다. 미래예측 관점에서 핵심 문제를 정의하고 원인 가설, 창의적 대안 2가지, 검증 방법, 실현가능성, 의사결정 기준, 실행계획과 성과지표를 제시해 주세요.",도로교통 관련 법규과 관련한 원인과 대안 관점에서 화물자동차운전 문제를 어떻게 검증하겠습니까? | 실현가능성을 평가하기 위해 고려한 요소는 무엇입니까? | 의사결정 기준은 무엇으로 설정하셨습니까?,미래예측과 문제 정의 | 창의적 사고와 대안 도출 | 검증 방법 | 실현가능성 | 도로교통 관련 법규 적용 근거 | 화물차량 안전운전기술 적용 근거,도로교통 관련 법규 | 화물차량 안전운전기술 | 화물차량운전관련 법규를 준수하려는 자세,3,1.0,True,
