collection,collection_id,seq,title,member,suffix,method,method_source,method_context_source,method_context_chars,artifact_type,artifact_types,chars,has_task_prompt,has_evaluation_form,has_candidate_instruction,has_interviewer_instruction,has_time_limit,has_scoring_criteria,has_rating_scale,task_prompt_style,followup_section_labels,prep_minutes,presentation_minutes,qa_minutes,discussion_minutes,rating_scale_labels,evaluation_elements,terms
채용모델 면접문항,interview-model,20230426171149140,19-3-7. 디스플레이개발 면접과제 및 평가양식(22년 고도화),발표면접 과제.hwp,.hwp,발표면접,filename,full_document,6339,task,task,6339,True,False,False,False,False,False,False,presentation_materials,,,,,,90; 70; 100; 80,,
채용모델 면접문항,interview-model,20230426171149140,19-3-7. 디스플레이개발 면접과제 및 평가양식(22년 고도화),발표면접 평가양식.hwp,.hwp,발표면접,filename,full_document,6677,evaluation_form,evaluation_form,6677,True,True,False,True,False,True,True,presentation_materials,질문,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,제품규격; 주요 선행특허의 특징과 내용을 파악할 수 있는 공학적 지식; 디스플레이 공정기술에 대한 지식; 디스플레이 생산기술에 대한 지식; 디스플레이 장비; 재료에 관한 지식; 제품 규격; 패널 구조 ■; TAB 공정 원리; TAB 공정 장비,평가양식
채용모델 면접문항,interview-model,20230426171149140,19-3-7. 디스플레이개발 면접과제 및 평가양식(22년 고도화),상황면접 과제.hwp,.hwp,상황면접,filename,full_document,10235,task,task,10235,True,False,False,False,False,False,False,work_situation_judgment,질문,,,,,부족,,
채용모델 면접문항,interview-model,20230426171149140,19-3-7. 디스플레이개발 면접과제 및 평가양식(22년 고도화),상황면접 평가양식.hwp,.hwp,상황면접,filename,full_document,7615,evaluation_form,evaluation_form,7615,False,True,False,True,False,True,True,work_situation_judgment,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,제품규격; 주요 선행특허의 특징과 내용을 파악할 수 있는 공학적 지식; 디스플레이 공정기술에 대한 지식; 디스플레이 생산기술에 대한 지식; 디스플레이 장비; 재료에 관한 지식; 제품 규격; 패널 구조 ■; TAB 공정 원리; TAB 공정 장비,평가양식
채용모델 면접문항,interview-model,20230426171149140,19-3-7. 디스플레이개발 면접과제 및 평가양식(22년 고도화),토론면접 과제.hwp,.hwp,토론면접,filename,full_document,4351,task,task,4351,True,False,True,False,True,False,True,discussion_consensus,,,,,,우수; 부족,,
채용모델 면접문항,interview-model,20230426171149140,19-3-7. 디스플레이개발 면접과제 및 평가양식(22년 고도화),토론면접 평가양식.hwp,.hwp,토론면접,filename,full_document,7679,evaluation_form,evaluation_form,7679,True,True,False,True,False,True,True,discussion_consensus,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,제품규격; 주요 선행특허의 특징과 내용을 파악할 수 있는 공학적 지식; 디스플레이 공정기술에 대한 지식; 디스플레이 생산기술에 대한 지식; 디스플레이 장비; 재료에 관한 지식; 제품 규격; 패널 구조 ■; TAB 공정 원리; TAB 공정 장비,평가양식
채용모델 면접문항,interview-model,20230426171115855,20-1-7. 인공지능 면접과제 및 평가양식,인공지능_경험면접 과제.hwp,.hwp,경험면접,filename,full_document,11542,task,task,11542,True,False,False,False,False,True,False,experience_or_similar_training_case,질문,,,,,,,
채용모델 면접문항,interview-model,20230426171115855,20-1-7. 인공지능 면접과제 및 평가양식,인공지능_경험면접 평가양식.hwp,.hwp,경험면접,filename,full_document,1757,evaluation_form,evaluation_form,1757,False,True,False,True,False,False,True,experience_star_probe,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,문제해결,평가양식
채용모델 면접문항,interview-model,20230426171115855,20-1-7. 인공지능 면접과제 및 평가양식,인공지능_발표면접 과제.hwp,.hwp,발표면접,filename,full_document,9609,task,task,9609,True,False,False,False,False,True,False,presentation_materials,,,,,,80,,
채용모델 면접문항,interview-model,20230426171115855,20-1-7. 인공지능 면접과제 및 평가양식,인공지능_발표면접 평가양식.hwp,.hwp,발표면접,filename,full_document,1221,evaluation_form,evaluation_form,1221,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,,평가양식
채용모델 면접문항,interview-model,20230426171115855,20-1-7. 인공지능 면접과제 및 평가양식,인공지능_상황면접 과제.hwp,.hwp,상황면접,filename,full_document,9975,task,task,9975,True,False,False,False,False,True,False,work_situation_judgment,질문,,,,,,,
채용모델 면접문항,interview-model,20230426171115855,20-1-7. 인공지능 면접과제 및 평가양식,인공지능_상황면접 평가양식.hwp,.hwp,상황면접,filename,full_document,922,evaluation_form,evaluation_form,922,False,True,False,True,False,False,True,work_situation_judgment,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,,평가양식
채용모델 면접문항,interview-model,20230426171115855,20-1-7. 인공지능 면접과제 및 평가양식,인공지능_토론면접 과제.hwp,.hwp,토론면접,filename,full_document,5825,task,task,5825,True,False,False,False,False,False,True,discussion_consensus,,,,,,미흡; 부족; 70,의사결정,
채용모델 면접문항,interview-model,20230426171115855,20-1-7. 인공지능 면접과제 및 평가양식,인공지능_토론면접 평가양식.hwp,.hwp,토론면접,filename,full_document,1757,evaluation_form,evaluation_form,1757,True,True,False,True,False,False,True,discussion_consensus,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,문제해결,평가양식
채용모델 면접문항,interview-model,20230426171040497,19-3-6. 반도체개발 면접과제 및 평가양식(22년 고도화),경험면접 과제.hwp,.hwp,경험면접,filename,full_document,11314,task,task,11314,True,False,False,False,False,False,False,experience_or_similar_training_case,질문,,,,,부족,,
채용모델 면접문항,interview-model,20230426171040497,19-3-6. 반도체개발 면접과제 및 평가양식(22년 고도화),경험면접 평가양식.hwp,.hwp,경험면접,filename,full_document,7949,evaluation_form,evaluation_form,7949,False,True,False,True,False,True,True,experience_star_probe,질문,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,제품정보 기술서 해독 지식; 시장조사 및 분석 방법론; 제품시장분석보고서; 온오프라인 시장조사기관 정보; 선행사 성공사례 분석(Case Study); 성능지침서(Spec. Sheet) 해독 지식; 특허 제품 검색; 설계 반도체 제품이 적용되는 응용처에 관한 지식; 반도체 제품 사양 및 각 기능별 동작 특성; 반도체 소자의 동작 특성,평가양식
채용모델 면접문항,interview-model,20230426171040497,19-3-6. 반도체개발 면접과제 및 평가양식(22년 고도화),발표면접 과제.hwp,.hwp,발표면접,filename,full_document,6146,task,task,6146,True,False,False,False,True,False,False,presentation_materials,,,,,,80,,
채용모델 면접문항,interview-model,20230426171040497,19-3-6. 반도체개발 면접과제 및 평가양식(22년 고도화),발표면접 평가양식.hwp,.hwp,발표면접,filename,full_document,6969,evaluation_form,evaluation_form,6969,True,True,False,True,False,True,True,presentation_materials,질문,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,제품정보 기술서 해독 지식; 시장조사 및 분석 방법론; 제품시장분석보고서; 온오프라인 시장조사기관 정보; 선행사 성공사례 분석(Case Study); 성능지침서(Spec. Sheet) 해독 지식; 특허 제품 검색; 설계 반도체 제품이 적용되는 응용처에 관한 지식; 반도체 제품 사양 및 각 기능별 동작 특성; 반도체 소자의 동작 특성,평가양식
채용모델 면접문항,interview-model,20230426171040497,19-3-6. 반도체개발 면접과제 및 평가양식(22년 고도화),상황면접 과제.hwp,.hwp,상황면접,filename,full_document,10411,task,task,10411,True,False,False,False,False,False,False,work_situation_judgment,질문,,,,,부족,,
채용모델 면접문항,interview-model,20230426171040497,19-3-6. 반도체개발 면접과제 및 평가양식(22년 고도화),상황면접 평가양식.hwp,.hwp,상황면접,filename,full_document,7899,evaluation_form,evaluation_form,7899,False,True,False,True,False,True,True,work_situation_judgment,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,제품정보 기술서 해독 지식; 시장조사 및 분석 방법론; 제품시장분석보고서; 온오프라인 시장조사기관 정보; 선행사 성공사례 분석(Case Study); 성능지침서(Spec. Sheet) 해독 지식; 특허 제품 검색; 설계 반도체 제품이 적용되는 응용처에 관한 지식; 반도체 제품 사양 및 각 기능별 동작 특성; 반도체 소자의 동작 특성,평가양식
채용모델 면접문항,interview-model,20230426171040497,19-3-6. 반도체개발 면접과제 및 평가양식(22년 고도화),토론면접 과제.hwp,.hwp,토론면접,filename,full_document,2591,task,task,2591,True,False,False,False,False,False,True,discussion_consensus,,,,,,보통,,
채용모델 면접문항,interview-model,20230426171040497,19-3-6. 반도체개발 면접과제 및 평가양식(22년 고도화),토론면접 평가양식.hwp,.hwp,토론면접,filename,full_document,7957,evaluation_form,evaluation_form,7957,True,True,False,True,False,True,True,discussion_consensus,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,제품정보 기술서 해독 지식; 시장조사 및 분석 방법론; 제품시장분석보고서; 온오프라인 시장조사기관 정보; 선행사 성공사례 분석(Case Study); 성능지침서(Spec. Sheet) 해독 지식; 특허 제품 검색; 설계 반도체 제품이 적용되는 응용처에 관한 지식; 반도체 제품 사양 및 각 기능별 동작 특성; 반도체 소자의 동작 특성,평가양식
채용모델 면접문항,interview-model,20230426170954307,19-3-18. 자율주행개발 면접과제 및 평가양식,자율주행개발_경험면접 과제.hwp,.hwp,경험면접,filename,full_document,12475,task,task; evaluation_form,12475,True,False,False,False,False,True,False,experience_or_similar_training_case,질문,,,,,,에 따라 판정해 본 경험에 대하여 말씀해 주시기 바랍니다. (관련 경력이 없을 경우 유사 경험; 관련 교육과정 중 해당 사례의 학습 경험을 질문) I. 자율주행 환경 조건에 대한 상황 판단과 경로생성 제어모듈의 분석결과를 성능평가 항목에 따; 관련 교육과정 중 해당 사례의 학습 경험을 질문) 능력단위 3. 자율주행 안전편의 모듈시험; 능력 단위; 자율주행 안전편의 모듈시험; 정의; 자율주행자동차에 탑재된 등화; 안전; 편의; 상황 판단,"에 따라 판정해 본 경험에 대하여 말씀해 주시기 바랍니다. (관련 경력이 없을 경우 유사 경험, 관련 교육과정 중 해당 사례의 학습 경험을 질문"
채용모델 면접문항,interview-model,20230426170954307,19-3-18. 자율주행개발 면접과제 및 평가양식,자율주행개발_경험면접 평가양식.hwp,.hwp,경험면접,filename,full_document,1674,evaluation_form,evaluation_form,1674,False,True,False,True,False,False,True,experience_star_probe,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,문제해결,평가양식
채용모델 면접문항,interview-model,20230426170954307,19-3-18. 자율주행개발 면접과제 및 평가양식,자율주행개발_발표면접 과제.hwp,.hwp,발표면접,filename,full_document,10089,task,task,10089,True,False,False,False,False,False,False,presentation_materials,,,,,,,,
채용모델 면접문항,interview-model,20230426170954307,19-3-18. 자율주행개발 면접과제 및 평가양식,자율주행개발_발표면접 평가양식.hwp,.hwp,발표면접,filename,full_document,1061,evaluation_form,evaluation_form,1061,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,,평가양식
채용모델 면접문항,interview-model,20230426170954307,19-3-18. 자율주행개발 면접과제 및 평가양식,자율주행개발_상황면접 과제.hwp,.hwp,상황면접,filename,full_document,10611,task,task; evaluation_form,10611,True,False,False,False,False,True,False,work_situation_judgment,질문,,,,,,을 어떻게 설정할지 말씀해 주시기 바랍니다. I. 자율주행 환경 조건에 대한 상황 판단과 경로생성 제어모듈의 분석결과를 판정하는 단계입니다. 성; 상황 판단,을 어떻게 설정할지 말씀해 주시기 바랍니다. I. 자율주행 환경 조건에 대한 상황 판단과 경로생성 제어모듈의 분석결과를 판정하는 단계입니다. 성; 을 어떻게 설정할지 말씀해 주시기 바랍니다. J. 자율주행 환경 조건에 대한 동적 제어모듈의 분석 결과를 판정하는 단계입니다. 성능평가 항목을
채용모델 면접문항,interview-model,20230426170954307,19-3-18. 자율주행개발 면접과제 및 평가양식,자율주행개발_상황면접 평가양식.hwp,.hwp,상황면접,filename,full_document,843,evaluation_form,evaluation_form,843,False,True,False,True,False,False,True,work_situation_judgment,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,,평가양식
채용모델 면접문항,interview-model,20230426170954307,19-3-18. 자율주행개발 면접과제 및 평가양식,자율주행개발_토론면접 과제.hwp,.hwp,토론면접,filename,full_document,5048,task,task,5048,True,False,False,False,False,False,False,discussion_consensus,,,,,,100,,
채용모델 면접문항,interview-model,20230426170954307,19-3-18. 자율주행개발 면접과제 및 평가양식,자율주행개발_토론면접 평가양식.hwp,.hwp,토론면접,filename,full_document,1674,evaluation_form,evaluation_form,1674,True,True,False,True,False,False,True,discussion_consensus,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,문제해결,평가양식
채용모델 면접문항,interview-model,20230426170921332,19-3-8. 로봇개발 면접과제 및 평가양식,경험면접 과제.hwp,.hwp,경험면접,filename,full_document,11443,task,task,11443,True,False,False,False,False,False,False,experience_or_similar_training_case,질문,,,,,,의사결정,
채용모델 면접문항,interview-model,20230426170921332,19-3-8. 로봇개발 면접과제 및 평가양식,경험면접 평가양식.hwp,.hwp,경험면접,filename,full_document,7767,evaluation_form,evaluation_form,7767,False,True,False,True,False,True,True,experience_star_probe,질문,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,요구 사항 명세에 대한 해석 지식; 전기전자 부품의 종류 및 특성에 대한 지식; 측정 장비 사용법에 대한 지식; 하드웨어 동작 원리 및 정상 동작 여부 판단 기준에 대한 지식; 시험 절차서 해석에 대한 지식; 측정 장비 사용법에; 로봇 시스템에 대한 전기적 기계적 특성에 관한 지식 (로봇 기구학; 로봇 공학; 제어이론; 신뢰성 시험방법,평가양식
채용모델 면접문항,interview-model,20230426170921332,19-3-8. 로봇개발 면접과제 및 평가양식,발표면접 과제.hwp,.hwp,발표면접,filename,full_document,5925,task,task,5925,True,False,True,False,False,False,True,presentation_materials,,,,,,90; 100,,
채용모델 면접문항,interview-model,20230426170921332,19-3-8. 로봇개발 면접과제 및 평가양식,발표면접 평가양식.hwp,.hwp,발표면접,filename,full_document,6772,evaluation_form,evaluation_form,6772,True,True,False,True,False,True,True,presentation_materials,질문,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,요구 사항 명세에 대한 해석 지식; 전기전자 부품의 종류 및 특성에 대한 지식; 측정 장비 사용법에 대한 지식; 하드웨어 동작 원리 및 정상 동작 여부 판단 기준에 대한 지식; 시험 절차서 해석에 대한 지식; 측정 장비 사용법에; 로봇 시스템에 대한 전기적 기계적 특성에 관한 지식 (로봇 기구학; 로봇 공학; 제어이론; 신뢰성 시험방법,평가양식
채용모델 면접문항,interview-model,20230426170921332,19-3-8. 로봇개발 면접과제 및 평가양식,상황면접 과제.hwp,.hwp,상황면접,filename,full_document,10143,task,task,10143,True,False,False,False,False,False,False,work_situation_judgment,질문,,,,,,의사결정,
채용모델 면접문항,interview-model,20230426170921332,19-3-8. 로봇개발 면접과제 및 평가양식,상황면접 평가양식.hwp,.hwp,상황면접,filename,full_document,7717,evaluation_form,evaluation_form,7717,False,True,False,True,False,True,True,work_situation_judgment,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,요구 사항 명세에 대한 해석 지식; 전기전자 부품의 종류 및 특성에 대한 지식; 측정 장비 사용법에 대한 지식; 하드웨어 동작 원리 및 정상 동작 여부 판단 기준에 대한 지식; 시험 절차서 해석에 대한 지식; 측정 장비 사용법에; 로봇 시스템에 대한 전기적 기계적 특성에 관한 지식 (로봇 기구학; 로봇 공학; 제어이론; 신뢰성 시험방법,평가양식
채용모델 면접문항,interview-model,20230426170921332,19-3-8. 로봇개발 면접과제 및 평가양식,토론면접 과제.hwp,.hwp,토론면접,filename,full_document,3851,task,task,3851,True,False,False,False,False,False,False,discussion_consensus,,,,,,부족,,
채용모델 면접문항,interview-model,20230426170921332,19-3-8. 로봇개발 면접과제 및 평가양식,토론면접 평가양식.hwp,.hwp,토론면접,filename,full_document,7760,evaluation_form,evaluation_form,7760,True,True,False,True,False,True,True,discussion_consensus,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,요구 사항 명세에 대한 해석 지식; 전기전자 부품의 종류 및 특성에 대한 지식; 측정 장비 사용법에 대한 지식; 하드웨어 동작 원리 및 정상 동작 여부 판단 기준에 대한 지식; 시험 절차서 해석에 대한 지식; 측정 장비 사용법에; 로봇 시스템에 대한 전기적 기계적 특성에 관한 지식 (로봇 기구학; 로봇 공학; 제어이론; 신뢰성 시험방법,평가양식
채용모델 면접문항,interview-model,20230426170843605,15-11-1. 스마트공장생산설계 면접과제 및 평가양식(22년 고도화),스마트공장설계_경험면접 과제.hwp,.hwp,경험면접,filename,full_document,10913,task,task,10913,True,False,False,False,False,False,False,experience_or_similar_training_case,질문,,,,,,,
채용모델 면접문항,interview-model,20230426170843605,15-11-1. 스마트공장생산설계 면접과제 및 평가양식(22년 고도화),스마트공장설계_경험면접 평가양식.hwp,.hwp,경험면접,filename,full_document,1753,evaluation_form,evaluation_form,1753,False,True,False,True,False,False,True,experience_star_probe,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,문제해결,평가양식
채용모델 면접문항,interview-model,20230426170843605,15-11-1. 스마트공장생산설계 면접과제 및 평가양식(22년 고도화),스마트공장설계_발표면접 과제.hwp,.hwp,발표면접,filename,full_document,12091,task,task,12091,True,False,False,False,False,False,False,presentation_materials,,,,,,부족,의사결정,
채용모델 면접문항,interview-model,20230426170843605,15-11-1. 스마트공장생산설계 면접과제 및 평가양식(22년 고도화),스마트공장설계_발표면접 평가양식.hwp,.hwp,발표면접,filename,full_document,1652,evaluation_form,evaluation_form,1652,True,True,False,True,False,False,True,presentation_materials,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,,평가양식
채용모델 면접문항,interview-model,20230426170843605,15-11-1. 스마트공장생산설계 면접과제 및 평가양식(22년 고도화),스마트공장설계_상황면접 과제.hwp,.hwp,상황면접,filename,full_document,9401,task,task,9401,True,False,False,False,True,False,False,work_situation_judgment,질문,,,,,,,
채용모델 면접문항,interview-model,20230426170843605,15-11-1. 스마트공장생산설계 면접과제 및 평가양식(22년 고도화),스마트공장설계_상황면접 평가양식.hwp,.hwp,상황면접,filename,full_document,928,evaluation_form,evaluation_form,928,False,True,False,True,False,False,True,work_situation_judgment,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,,평가양식
채용모델 면접문항,interview-model,20230426170843605,15-11-1. 스마트공장생산설계 면접과제 및 평가양식(22년 고도화),스마트공장설계_토론면접 과제.hwp,.hwp,토론면접,filename,full_document,7664,task,task,7664,True,False,False,False,False,False,True,discussion_consensus,,,,,,보통; 미흡; 부족; 80,을 갖춘 제조업 근로자를 2019년 41만 7; 000명에서 2030년까지 1; 000만 명으로 확대할 계획을 발표 ● (지속가능한 제조업) 환경과 과학을 중시하는 바이든 행정부의 출범으로; 효율적인 공장 운영을 통한 지속가능한 제조업 구상과 노력이 더욱 강화될 것으로 전망 - 그동안 제조,"을 갖춘 제조업 근로자를 2019년 41만 7,000명에서 2030년까지 1,000만 명으로 확대할 계획을 발표 ● (지속가능한 제조업) 환경과"
채용모델 면접문항,interview-model,20230426170843605,15-11-1. 스마트공장생산설계 면접과제 및 평가양식(22년 고도화),스마트공장설계_토론면접 평가양식.hwp,.hwp,토론면접,filename,full_document,1755,evaluation_form,evaluation_form,1755,True,True,False,True,False,False,True,discussion_consensus,,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,문제해결,평가양식
채용모델 면접문항,interview-model,20230426170800610,23-6-2. 산업안전보건관리 면접과제 및 평가양식(22년 고도화),경험면접 과제.hwp,.hwp,경험면접,filename,full_document,17567,task,task; evaluation_form,17567,True,True,False,False,False,False,False,experience_or_similar_training_case,질문,,,,,부족,은 무엇이라고 생각하였습니까?; 분석에 있어서 가장 어려웠던 점은 무엇이었습니까? [행동]; 과업 수행 과정에서 가장 힘든 점은 무엇이었습니까?; 직면한 문제를 해결하기 위하여 어떤 노력을 하였습니까?; 그 역할 또는 과제를 보다 효과적으로 수행하기 위해 어떤 노력을 했습니까?; 다른,은 무엇이라고 생각하였습니까? ·분석에 있어서 가장 어려웠던 점은 무엇이었습니까? [행동] ·과업 수행 과정에서 가장 힘든 점은 무엇이었습니까?
채용모델 면접문항,interview-model,20230426170800610,23-6-2. 산업안전보건관리 면접과제 및 평가양식(22년 고도화),경험면접 평가양식.hwp,.hwp,경험면접,filename,full_document,7792,evaluation_form,evaluation_form,7792,False,True,False,True,False,True,True,experience_star_probe,질문,,,,,탁월; 우수; 보통; 미흡; 100; 80; 70,환경보건법; 환경보건센터 운영 규정; 화학물질관리법; 화학물질의 등록 및 평가 등에 관한 법률; 환경유해인자에 관한 지식; 환경보건에 대한 기본지식; 환경성 질환에 대한 지식; 환경유해인자에 대한 측정; 분석 지식 ■ 기본정보; 능력 단위,평가양식
채용모델 면접문항,interview-model,20230426170800610,23-6-2. 산업안전보건관리 면접과제 및 평가양식(22년 고도화),발표면접 과제.hwp,.hwp,발표면접,filename,full_document,4092,task,task,4092,True,False,False,False,False,False,False,presentation_materials,,,,,,100,강화교육 실시에 대한 내용입니다. 해당교육을 계획하고 시행하고자 할 때 포함할 항목과 내용에 대해 계획을 정리하여 발표하시기 바랍니다. OO군은; 을 강화하고 안전의 생활화가 이뤄질 수 있도록 지속적으로 교육과정을 운영해 나가겠다” 고 말했다. 과제 14. 다음은 전통적 안전보건 활동과 안,강화교육 실시에 대한 내용입니다. 해당교육을 계획하고 시행하고자 할 때 포함할 항목과 내용에 대해 계획을 정리하여 발표하시기 바랍니다. OO군은; 강화교육’을 실시했다. 이번 교육은 중대재해처벌법 시행 이후 OO군수의 특별지시에 따라 마련됐으며 공무원 등을 대상으로 정기적으로 운영하고 있다; 을 강화하고 안전의 생활화가 이뤄질 수 있도록 지속적으로 교육과정을 운영해 나가겠다” 고 말했다. 과제 14. 다음은 전통적 안전보건 활동과 안
